title,num_bed,num_bath,area,amenities,location,building_type,purpose,price_in_BDT,details,listing_url
4382 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 4382 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 280000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  21000,,Advance Deposit:  560000,",http://www.rentalhomebd.com/properties/4382-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/344
4200 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 4200 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 330000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  660000,",http://www.rentalhomebd.com/properties/4200-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/345
4000 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 4000 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,Landscape Garden,WASA,Guard's Room,Rooftop Garden,Child Allowed,Driver Room,Pet Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 290000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Tiled,,Balcony:  No,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  580000,",http://www.rentalhomebd.com/properties/4000-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/346
3550 sqft Furnished Apartment for Rent @ Gulshan-2, 4 bd, 6 ba, 3550 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 380000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  760000,",http://www.rentalhomebd.com/properties/3550-sqft-furnished-apartment-for-rent-at-gulshan-2/348
2470 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2470 sqft,"Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,WASA,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 155000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Service Charge:  8000,,Advance Deposit:  310000,",http://www.rentalhomebd.com/properties/2470-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/347
5400 sqft Unfurnished Apartment for Rent @ Gulshan-2, 4 bd, 6 ba, 5400 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 430000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  9,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  25000,,Advance Deposit:  860000,",http://www.rentalhomebd.com/properties/5400-sqft-unfurnished-apartment-for-rent-at-gulshan-2/350
2200 sqft Furnished Apartment for Rent @ Gulshan-2, 3 bd, 4 ba, 2200 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2200-sqft-furnished-apartment-for-rent-at-gulshan-2/349
4400 sqft Furnished Duplex Apartment for Rent @ Gulshan-2, 5 bd, 6 ba, 4400 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Duplex Home,Rent, 280000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  560000,",http://www.rentalhomebd.com/properties/4400-sqft-furnished-duplex-apartment-for-rent-at-gulshan-2/351
3500 sqft Furnished Apartment for Rent @ Gulshan-2, 4 bd, 4 ba, 3500 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 280000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  12,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Service Charge:  16000,,Advance Deposit:  560000,",http://www.rentalhomebd.com/properties/3500-sqft-furnished-apartment-for-rent-at-gulshan-2/352
3500 sqft Furnished Apartment for Rent @ Gulshan-2, 3 bd, 4 ba, 3500 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 330000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  10,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  660000,",http://www.rentalhomebd.com/properties/3500-sqft-furnished-apartment-for-rent-at-gulshan-2/353
3400 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 4 ba, 3400 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 290000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  30000,,Advance Deposit:  580000,",http://www.rentalhomebd.com/properties/3400-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/354
3800 sqft Semi-Furnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba, 3800 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 320000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  640000,",http://www.rentalhomebd.com/properties/3800-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/355
2000 sqft Furnished Apartment for Rent @ Gulshan-2, 3 bd, 4 ba, 2000 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 100000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  8000,,Advance Deposit:  200000,",http://www.rentalhomebd.com/properties/2000-sqft-furnished-apartment-for-rent-at-gulshan-2/328
3000 sqft Unfurnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba, 3000 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 140000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  9000,,Advance Deposit:  280000,",http://www.rentalhomebd.com/properties/3000-sqft-unfurnished-apartment-for-rent-at-gulshan-2/329
2300 sqft Unfurnished Apartment for Rent @ Gulshan-2, 3 bd, 4 ba, 2300 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-for-rent-at-gulshan-2/322
2324 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2324 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Service Charge:  14000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2324-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/330
3200 sqft Furnished Office Space for Rent @ Gulshan-2, 0 bd, 4 ba, 3200 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Office space,Rent, 250000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Furnished Status:  Furnished,,Advance Deposit:  500000,",http://www.rentalhomebd.com/properties/3200-sqft-furnished-office-space-for-rent-at-gulshan-2/323
2200 sqft Furnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba, 2200 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/2200-sqft-furnished-apartment-for-rent-at-gulshan-2/324
3267 sqft Unfurnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba, 3267 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 110000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  5000,,Advance Deposit:  220000,",http://www.rentalhomebd.com/properties/3267-sqft-unfurnished-apartment-for-rent-at-gulshan-2/325
2000 sqft Unfurnished Apartment for Rent @ Gulshan-2, 3 bd, 4 ba, 2000 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 83000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  9000,,Advance Deposit:  166000,",http://www.rentalhomebd.com/properties/2000-sqft-unfurnished-apartment-for-rent-at-gulshan-2/327
4850 sqft Furnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba, 4850 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 330000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  16000,,Advance Deposit:  660000,",http://www.rentalhomebd.com/properties/4850-sqft-furnished-apartment-for-rent-at-gulshan-2/326
3000 sqft Senifurnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 3000 sqft,"Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 120000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  9000,,Advance Deposit:  240000,",http://www.rentalhomebd.com/properties/3000-sqft-senifurnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/331
2800 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2800 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties/2800-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/333
4635 sqft Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 6 ba, 4635 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 380000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  30000,,Advance Deposit:  760000,",http://www.rentalhomebd.com/properties/4635-sqft-apartment-for-rent-at-baridhara-diplomatic-zone/334
3000 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 3000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties/3000-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/332
2750 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2750 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 220000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Floor Type:  Tiled,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Advance Deposit:  440000,",http://www.rentalhomebd.com/properties/2750-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/338
Furnished 2600 Sqft Property For Rent at Baridhara Diplomatic Zone, 3 bd, 4 ba, 2600 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  14000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/furnished-2600-sqft-property-for-rent-at-baridhara-diplomatic-zone/335
2350 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2350 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Floor Type:  Tiled,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2350-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/339
2300 sqft Unfurnished Apartment for Rent @ Gulshan-2, 3 bd, 4 ba, 2300 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-for-rent-at-gulshan-2/321
2450 sqft Semi-furnished Apartment with for Rent @ Banani, 3 bd, 4 ba, 2450 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 190000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  380000,",http://www.rentalhomebd.com/properties/2450-sqft-semi-furnished-apartment-with-for-rent-at-banani/307
2800 sqft Unfurnished Apartment with for Rent @ Banani, 4 bd, 6 ba, 2800 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/2800-sqft-unfurnished-apartment-with-for-rent-at-banani/306
