area,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,price_per_sft
1900,2,3,1,1st,Tiled,"Uttara West, Dhaka, Bangladesh","6,875.00৳"
790,1,2,1,5th,Tiled,"Badda, Dhaka, Bangladesh","5,000.00৳"
1050,2,3,1,3rd,2,"Banashree, Dhaka, Bangladesh","3,790.00৳"
2400,4,4,Space,6th,1,"Bashundhara RA, Dhaka, Bangladesh","7,500.00৳"
1655,2,3,1,3rd,Marble,"Airport, Dhaka, Bangladesh","5,900.00৳"
1300,3,3,Space,3rd,1,"Bashundhara RA, Dhaka, Bangladesh","8,000.00৳"
850,2,2,Space,6th,1,"Badda, Dhaka, Bangladesh","4,705.88৳"
1800,2,3,1,3rd,2,"Ramna, Dhaka, Bangladesh","10,000.00৳"
1300,2,3,1,10th,Tiled,"New Market, Dhaka, Bangladesh","5,000.00৳"
1450,3,3,1,3rd,Tiled,"Uttara West, Dhaka, Bangladesh","8,276.00৳"
1220,2,3,1,4th,Tiled,"Keraniganj, Dhaka, Bangladesh","44,00,000.00৳"
2450,3,2,Space,4th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,500.00৳"
1500,2,3,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","70,00,000.00৳"
2050,3,3,1,5th,Tiled,"Ramna, Dhaka, Bangladesh","10,800.00৳"
955,2,3,1,4th,Tiled,"Uttara West, Dhaka, Bangladesh","65,00,000.00৳"
4350,4,5,1,5th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","9,600.00৳"
2033,2,3,1,13th,2,"Uttara West, Dhaka, Bangladesh","5,000.00৳"
1550,2,3,1,2nd,4,"Bashundhara RA, Dhaka, Bangladesh","6,500.00৳"
1605,2,3,1,3rd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,500.00৳"
1500,2,3,1,3rd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1050,2,2,1,4th,Tiled,"Uttara West, Dhaka, Bangladesh","5,714.00৳"
3418,3,3,1,8th,4,"Gulshan 2, Dhaka, Bangladesh","25,000.00৳"
3500,5,4,1,2nd,3,"Gulshan 2, Dhaka, Bangladesh","19,696.97৳"
1250,2,3,1,5th,2,"Uttara West, Dhaka, Bangladesh","6,800.00৳"
1500,1,3,Space,Ground,,"Rajshahi City, Rajshahi, Bangladesh","5,667.00৳"
1220,3,3,Space,1st,1,"Keraniganj, Dhaka, Bangladesh","3,700.00৳"
1600,3,3,1,2nd,Tiled,"Badda, Dhaka, Bangladesh","4,000.00৳"
1040,2,3,1,2nd,Tiled,"Badda, Dhaka, Bangladesh","4,000.00৳"
873,1,2,1,6th,Tiled,"Shahjahanpur, Dhaka, Bangladesh","5,700.00৳"
1264,2,3,1,2nd,Tiled,"Shyamoli, Dhaka, Bangladesh","88,48,000.00৳"
1870,2,3,1,8th,3,"Uttara West, Dhaka, Bangladesh","5,900.00৳"
1200,2,3,1,14th,Tiled,"Dhanmondi, Dhaka, Bangladesh","6,000.00৳"
1350,1,3,1,11th,Tiled,"Mohammadpur , Dhaka, Bangladesh","3,710.00৳"
1090,1,3,1,2nd,Tiled,"Badda, Dhaka, Bangladesh","4,50,00,000.00৳"
1280,2,3,1,7th,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,000.00৳"
650,1,2,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","25,00,000.00৳"
1625,2,3,1,7th,Tiled,"Kalabagan, Dhaka, Bangladesh","1,10,50,000.00৳"
1,2,1,Room,2nd,,"Shyamoli, Dhaka, Bangladesh",Negotiable
1650,2,3,1,6th,Tiled,"Badda, Dhaka, Bangladesh","4,300.00৳"
1465,3,3,Space,6th,,"Dhanmondi, Dhaka, Bangladesh","5,460.75৳"
1200,1,3,1,2nd,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,200.00৳"
700,2,2,1,3rd,Tiled,"Tejgaon, Dhaka, Bangladesh","5,300.00৳"
1500,3,3,1,5th,Tiled,"Purbachal, Dhaka, Bangladesh",Negotiable
1600,3,4,1,5th,4,"Banashree, Dhaka, Bangladesh",Negotiable
1170,3,2,1,7th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,000.00৳"
1347,2,3,1,8th,Tiled,"Badda, Dhaka, Bangladesh","4,010.00৳"
1100,1,3,1,5th,Tiled,"Mohammadpur , Dhaka, Bangladesh","7,500.00৳"
1850,2,3,1,3rd,1,"Dhanmondi, Dhaka, Bangladesh","9,000.00৳"
1050,2,3,1,3rd,Tiled,"Daskhinkhan, Dhaka, Bangladesh","3,900.00৳"
950,2,3,1,5th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","3,800.00৳"
1050,2,2,Space,4th,1,"Mirpur, Dhaka, Bangladesh","4,500.00৳"
1650,4,3,1,5th,3,"Dhanmondi, Dhaka, Bangladesh","12,200.00৳"
1530,3,4,1,3rd,Tiled,", , ","4,500.00৳"
1150,2,3,1,4th,Tiled,"Paltan, Dhaka, Bangladesh","8,700.00৳"
1000,2,3,1,9th,Tiled,"Mirpur, Dhaka, Bangladesh","3,500.00৳"
790,2,2,Space,5th,,"Badda, Dhaka, Bangladesh","32,00,000.00৳"
1385,2,3,Space,5th,,"Mirpur, Dhaka, Bangladesh","6,250.00৳"
1530,3,3,Space,2nd,1,"Ramna, Dhaka, Bangladesh","1,30,00,000.00৳"
1800,3,4,1,5th,Tiled,"Kafrul, Dhaka, Bangladesh","6,000.00৳"
1180,2,3,1,3rd,Tiled,"Gazipur Sadar, Gazipur, Bangladesh",Negotiable
850,1,2,1,8th,,"Dhanmondi, Dhaka, Bangladesh","5,200.00৳"
1725,3,3,Space,5th,Tiled,"Dhanmondi, Dhaka, Bangladesh","11,600.00৳"
1400,2,3,1,2nd,Tiled,"Dhanmondi, Dhaka, Bangladesh","7,500.00৳"
1300,2,3,1,5th,Tiled,"Badda, Dhaka, Bangladesh","5,000.00৳"
1250,2,3,1,5th,Tiled,"Farmgate, Dhaka, Bangladesh","6,700.00৳"
1788,2,3,1,6th,1,"Mohammadpur , Dhaka, Bangladesh","9,700.00৳"
1150,2,3,1,5th,Tiled,"Tejgaon, Dhaka, Bangladesh","5,500.00৳"
1900,3,5,1,9th,Tiled,"Paltan, Dhaka, Bangladesh","1,70,00,000.00৳"
1150,2,3,1,7th,Tiled,"Tejgaon, Dhaka, Bangladesh","5,500.00৳"
2000,4,3,1,3rd,3,"Baridhara, Dhaka, Bangladesh","8,500.00৳"
1340,3,3,1,2nd,Tiled,"Badda, Dhaka, Bangladesh","6,000.00৳"
1090,2,3,1,2nd,Tiled,"Badda, Dhaka, Bangladesh",Negotiable
1489,3,3,Room,6th,,"Rajshahi City, Rajshahi, Bangladesh","4,000.00৳"
750,1,2,1,4th,Tiled,"Kalabagan, Dhaka, Bangladesh","5,067.00৳"
1750,2,3,Room,3rd,1,"Mohammadpur , Dhaka, Bangladesh","6,000.00৳"
1030,1,2,1,6th,Tiled,"Tejgaon, Dhaka, Bangladesh","4,500.00৳"
1880,3,3,1,4th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1000,1,3,1,4th,Tiled,"Badda, Dhaka, Bangladesh","4,500.00৳"
1000,1,3,1,2nd,Tiled,"Badda, Dhaka, Bangladesh","6,500.00৳"
970,2,2,1,6th,Tiled,"Badda, Dhaka, Bangladesh","5,200.00৳"
3000,2,3,1,4th,Tiled,"Gulshan 2, Dhaka, Bangladesh","4,00,00,000.00৳"
1175,2,3,1,4th,Tiled,"Badda, Dhaka, Bangladesh","6,050.00৳"
1250,1,3,1,1st,Tiled,"Basabo, Dhaka, Bangladesh","4,500.00৳"
1080,1,3,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","3,704.00৳"
1000,1,3,1,1st,,"Keraniganj, Dhaka, Bangladesh","3,500.00৳"
2200,5,3,Space,1st,1,"Dhanmondi, Dhaka, Bangladesh","2,50,00,000.00৳"
814,1,2,1,4th,1,"Motijheel, Dhaka, Bangladesh","7,500.00৳"
2900,3,3,1,6th,1,"Dhanmondi, Dhaka, Bangladesh",Negotiable
2100,2,4,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","6,000.00৳"
1300,3,3,Space,5th,,"Motijheel, Dhaka, Bangladesh","5,000.00৳"
1650,3,3,1,6th,1,"Dhanmondi, Dhaka, Bangladesh","15,152.00৳"
452,1,2,Room,8th,,"Banashree, Dhaka, Bangladesh","4,000.00৳"
1250,2,3,1,7th,Tiled,"Shyamoli, Dhaka, Bangladesh","4,800.00৳"
2280,2,3,1,1st,Tiled,"Dhanmondi, Dhaka, Bangladesh","2,50,00,000.00৳"
950,1,2,1,6th,Tiled,"Rampura, Dhaka, Bangladesh",Negotiable
950,1,2,1,8th,Tiled,"Rampura, Dhaka, Bangladesh",Negotiable
1400,2,3,1,2nd,Tiled,"Farmgate, Dhaka, Bangladesh","7,800.00৳"
2150,5,4,1,6th,4,"Uttara East, Dhaka, Bangladesh","6,200.00৳"
1600,3,3,1,Ground,Tiled,"Ramna, Dhaka, Bangladesh","6,500.00৳"
1700,2,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,000.00৳"
1000,1,3,1,6th,Mosaic,"Banashree, Dhaka, Bangladesh","42,00,000.00৳"
2000,3,3,1,9th,Tiled,"Banashree, Dhaka, Bangladesh","6,500.00৳"
1172,2,3,1,3rd,Mosaic,"Khilkhet, Dhaka, Bangladesh",Negotiable
2710,3,3,1,10th,Tiled,"Dhanmondi, Dhaka, Bangladesh","22,200.00৳"
994,1,3,1,4th,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
2000,3,3,1,2nd,3,"Dhanmondi, Dhaka, Bangladesh","20,000.00৳"
2700,2,3,1,9th,1,"Shyamoli, Dhaka, Bangladesh","4,000.00৳"
906,1,3,1,2nd,Mosaic,"Khilkhet, Dhaka, Bangladesh",Negotiable
1700,3,3,1,8th,Tiled,"Kalabagan, Dhaka, Bangladesh","10,600.00৳"
760,1,2,1,4th,Tiled,"Badda, Dhaka, Bangladesh","4,500.00৳"
960,2,2,1,4th,Tiled,"Adabor, Dhaka, Bangladesh","5,300.00৳"
2538,5,4,1,2nd,Mosaic,"Uttara West, Dhaka, Bangladesh","12,500.00৳"
1875,2,3,1,2nd,3,"Moghbazar, Dhaka, Bangladesh",Negotiable
887,1,3,1,5th,Mosaic,"Rampura, Dhaka, Bangladesh","3,608.00৳"
950,1,2,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","4,800.00৳"
1155,3,3,1,4th,Tiled,"Banashree, Dhaka, Bangladesh","5,200.00৳"
1250,2,3,1,3rd,Tiled,"Malibagh, Dhaka, Bangladesh","6,400.00৳"
5250,4,4,1,1st,Tiled,"Baridhara, Dhaka, Bangladesh","12,50,00,000.00৳"
1900,3,3,1,6th,3,"Moghbazar, Dhaka, Bangladesh",Negotiable
3600,5,4,1,2nd,6,"Banashree, Dhaka, Bangladesh","8,400.00৳"
7000,5,5,Space,5th,,"Gulshan 2, Dhaka, Bangladesh",Negotiable
980,1,2,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","4,082.00৳"
1174,1,2,1,5th,Tiled,"Tejgaon, Dhaka, Bangladesh","8,500.00৳"
1150,1,3,1,8th,Tiled,"Sher E Bangla Nagar , Dhaka, Bangladesh","4,770.00৳"
873,2,2,3,7th,,"Badda, Dhaka, Bangladesh","5,598.00৳"
1630,5,4,1,4th,4,"Dhanmondi, Dhaka, Bangladesh","8,000.00৳"
1875,2,4,1,2nd,Mosaic,"Sylhet City, Sylhet, Bangladesh","8,000.00৳"
1100,2,3,1,2nd,Tiled,"Dhanmondi, Dhaka, Bangladesh","8,200.00৳"
1500,3,3,1,5th,1,", , ","5,300.00৳"
1200,1,2,1,9th,Tiled,", , ","5,600.00৳"
1311,2,3,1,7th,,"Rampura, Dhaka, Bangladesh","60,00,000.00৳"
1200,2,3,1,3rd,3,", , ","8,500.00৳"
1650,3,3,1,4th,3,"Uttara East, Dhaka, Bangladesh","7,900.00৳"
1050,1,3,1,4th,Tiled,"Dhanmondi, Dhaka, Bangladesh","6,500.00৳"
950,1,2,1,3rd,Tiled,"Motijheel, Dhaka, Bangladesh","6,400.00৳"
815,1,2,1,3rd,Mosaic,"Mohammadpur , Dhaka, Bangladesh","4,908.00৳"
1520,2,3,1,7th,,"Mohammadpur , Dhaka, Bangladesh","82,00,000.00৳"
1450,3,4,1,3rd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,931.00৳"
750,1,2,1,6th,Tiled,"Khilgaon, Dhaka, Bangladesh","5,000.00৳"
1450,3,3,1,2nd,Tiled,"Kallaynpur, Dhaka, Bangladesh","5,500.00৳"
1550,2,3,1,3rd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,500.00৳"
1095,1,2,1,7th,Tiled,"Farmgate, Dhaka, Bangladesh","9,200.00৳"
675,1,2,1,2nd,Tiled,"Khilgaon, Dhaka, Bangladesh","4,200.00৳"
1050,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1150,1,3,1,5th,Tiled,"Kafrul, Dhaka, Bangladesh","5,000.00৳"
1326,2,3,1,3rd,Tiled,"Khilkhet, Dhaka, Bangladesh","5,500.00৳"
1509,3,3,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","8,284.00৳"
1050,2,3,Space,3rd,1,"Malibagh, Dhaka, Bangladesh","5,500.00৳"
1200,2,3,1,8th,Tiled,"Rampura, Dhaka, Bangladesh","6,000.00৳"
3685,4,4,1,3rd,4,"Baridhara, Dhaka, Bangladesh","26,000.00৳"
900,1,2,1,8th,Tiled,"Khilgaon, Dhaka, Bangladesh","4,500.00৳"
775,1,2,1,2nd,Tiled,"Chattogram City, Chattogram, Bangladesh","2,968.00৳"
775,1,2,1,2nd,Mosaic,"Chattogram City, Chattogram, Bangladesh","2,968.00৳"
2000,3,3,Space,2nd,1,"Farmgate, Dhaka, Bangladesh","80,00,000.00৳"
1350,3,3,Space,3rd,1,"Savar, Dhaka, Bangladesh","4,500.00৳"
720,1,3,1,5th,Tiled,"New Market, Dhaka, Bangladesh","3,300.00৳"
1250,2,3,1,6th,Tiled,"Adabor, Dhaka, Bangladesh","5,200.00৳"
1303,1,3,1,10th,Tiled,"Kotwali, Dhaka, Bangladesh","5,000.00৳"
1130,1,3,1,2nd,Tiled,"Keraniganj, Dhaka, Bangladesh","3,500.00৳"
1000,2,2,1,8th,Tiled,"Dhanmondi, Dhaka, Bangladesh","4,000.00৳"
1100,3,3,Space,7th,Tiled,"Dhanmondi, Dhaka, Bangladesh","4,200.00৳"
1400,2,3,1,3rd,Mosaic,"Chattogram City, Chattogram, Bangladesh","3,000.00৳"
1000,2,2,1,11th,Tiled,"Dhanmondi, Dhaka, Bangladesh","60,00,000.00৳"
1600,2,3,1,1st,Tiled,"Badda, Dhaka, Bangladesh","6,500.00৳"
1270,2,3,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","5,354.00৳"
1200,2,3,1,2nd,Mosaic,"Chattogram City, Chattogram, Bangladesh","3,200.00৳"
725,2,2,1,3rd,Tiled,"Kallaynpur, Dhaka, Bangladesh","6,000.00৳"
1500,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,400.00৳"
5200,4,4,Space,1st,2,"Baridhara, Dhaka, Bangladesh",Negotiable
1650,2,3,1,9th,3,"Badda, Dhaka, Bangladesh","6,000.00৳"
1420,3,3,1,5th,Tiled,"Dhanmondi, Dhaka, Bangladesh","7,042.00৳"
1520,2,3,1,2nd,Tiled,"Chattogram City, Chattogram, Bangladesh","4,100.00৳"
1000,1,3,1,4th,Tiled,"Badda, Dhaka, Bangladesh","6,500.00৳"
1117,4,3,Space,4th,1,"DOHS Mirpur, Dhaka, Bangladesh","6,800.00৳"
1300,2,3,1,2nd,Tiled,"Dhanmondi, Dhaka, Bangladesh","5,200.00৳"
1230,2,3,1,3rd,3,"Mohammadpur , Dhaka, Bangladesh","3,500.00৳"
1250,1,3,1,6th,Tiled,"Badda, Dhaka, Bangladesh","4,800.00৳"
1341,2,3,1,7th,1,"Badda, Dhaka, Bangladesh","4,850.00৳"
1575,2,3,1,9th,Tiled,"Motijheel, Dhaka, Bangladesh","6,400.00৳"
3950,3,4,1,1st,4,"Gulshan 2, Dhaka, Bangladesh","20,000.00৳"
1450,2,3,1,3rd,1,"Bashundhara RA, Dhaka, Bangladesh","6,500.00৳"
1150,2,3,1,2nd,Tiled,"Kafrul, Dhaka, Bangladesh","4,400.00৳"
1475,2,3,1,3rd,Tiled,"Shyamoli, Dhaka, Bangladesh","1,35,00,000.00৳"
2800,3,4,1,5th,1,"Banani, Dhaka, Bangladesh","8,230.00৳"
2,2,3,1,2nd,1,"Bogura Sadar, Bogura, Bangladesh","6,500.00৳"
995,3,3,1,8th,Tiled,"Mirpur, Dhaka, Bangladesh","6,100.00৳"
1236,2,3,1,9th,3,"Banashree, Dhaka, Bangladesh",Negotiable
2600,3,3,Space,1st,1,"Uttara West, Dhaka, Bangladesh","6,500.00৳"
1700,2,3,1,4th,2,"Mohammadpur , Dhaka, Bangladesh","6,000.00৳"
1800,2,3,1,2nd,4,"Uttara West, Dhaka, Bangladesh","1,00,00,000.00৳"
1600,2,3,1,5th,4,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1130,2,3,1,4th,Tiled,"Keraniganj, Dhaka, Bangladesh","3,000.00৳"
1400,2,3,1,2nd,Tiled,"Dhanmondi, Dhaka, Bangladesh","7,715.00৳"
1550,2,3,1,3rd,3,"Bashundhara RA, Dhaka, Bangladesh","6,000.00৳"
2400,5,3,1,2nd,1,"Baridhara, Dhaka, Bangladesh","8,400.00৳"
1600,3,3,Space,5th,Tiled,"Pallabi , Dhaka, Bangladesh","4,000.00৳"
1250,2,3,Space,4th,1,"Khilgaon, Dhaka, Bangladesh","4,200.00৳"
1515,2,3,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","6,000.00৳"
1500,3,3,1,3rd,Tiled,"Sher E Bangla Nagar , Dhaka, Bangladesh","5,000.00৳"
800,2,2,1,3rd,Tiled,"Rampura, Dhaka, Bangladesh","5,200.00৳"
1440,2,3,Space,4th,1,"Kallaynpur, Dhaka, Bangladesh","6,500.00৳"
820,1,2,1,Ground,Tiled,"Jatrabari, Dhaka, Bangladesh","3,500.00৳"
1420,2,3,1,4th,Tiled,"Kallaynpur, Dhaka, Bangladesh","6,000.00৳"
1500,2,3,1,4th,Tiled,"Kallaynpur, Dhaka, Bangladesh","4,666.00৳"
1150,1,3,1,7th,Tiled,"Kallaynpur, Dhaka, Bangladesh","4,783.00৳"
1385,3,3,1,3rd,Tiled,"Kafrul, Dhaka, Bangladesh","6,000.00৳"
775,1,2,1,2nd,Tiled,"Barguna Sadar, Barguna, Bangladesh","3,500.00৳"
1219,2,3,1,5th,Tiled,"Chattogram City, Chattogram, Bangladesh","4,512.00৳"
1120,1,3,1,4th,Tiled,"Chattogram City, Chattogram, Bangladesh","3,800.00৳"
1150,2,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","5,000.00৳"
1356,2,3,1,9th,Tiled,"Sher E Bangla Nagar , Dhaka, Bangladesh","5,163.00৳"
650,2,2,1,5th,Tiled,"Rupnagar, Dhaka, Bangladesh","3,900.00৳"
1150,3,3,1,9th,Tiled,"Mirpur, Dhaka, Bangladesh","5,700.00৳"
1080,2,3,1,1st,Tiled,"Chattogram City, Chattogram, Bangladesh","5,185.00৳"
2800,4,5,1,8th,Tiled,"Rampura, Dhaka, Bangladesh","4,700.00৳"
1100,2,2,1,6th,Tiled,"Sher E Bangla Nagar , Dhaka, Bangladesh","5,000.00৳"
1050,1,3,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","4,952.00৳"
1370,2,3,1,5th,Tiled,"Rupnagar, Dhaka, Bangladesh","3,300.00৳"
950,1,2,1,5th,Tiled,"Rampura, Dhaka, Bangladesh","4,210.00৳"
6550,5,5,1,1st,2,"Gulshan 1, Dhaka, Bangladesh","11,00,00,000.00৳"
1000,3,3,Space,4th,1,"Paltan, Dhaka, Bangladesh","70,00,000.00৳"
965,1,2,1,1st,Tiled,"Narayanganj, Narayanganj, Bangladesh","4,560.00৳"
1183,1,3,1,7th,Tiled,"Tongi, Dhaka, Bangladesh","3,000.00৳"
980,1,2,1,8th,Tiled,"Banashree, Dhaka, Bangladesh","5,103.00৳"
850,2,2,1,4th,Tiled,"Khilgaon, Dhaka, Bangladesh",Negotiable
886,2,3,1,Ground,Tiled,"Chattogram City, Chattogram, Bangladesh",Negotiable
1800,3,3,1,3rd,Tiled,"Pallabi , Dhaka, Bangladesh","6,666.00৳"
1200,2,3,1,4th,,"Malibagh, Dhaka, Bangladesh","4,500.00৳"
900,1,2,1,5th,Tiled,"Khilgaon, Dhaka, Bangladesh","4,500.00৳"
1170,3,3,1,Ground,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1700,2,3,1,4th,4,"Dhanmondi, Dhaka, Bangladesh","12,000.00৳"
1040,1,2,1,3rd,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,400.00৳"
1200,1,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","5,834.00৳"
905,2,2,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","5,200.00৳"
1100,1,3,1,5th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,000.00৳"
2100,2,3,1,9th,Tiled,"Basabo, Dhaka, Bangladesh","4,200.00৳"
1180,2,3,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1020,1,2,1,3rd,Tiled,"Manikganj Sadar, Manikganj, Bangladesh","2,850.00৳"
1500,3,3,1,4th,Tiled,"Paltan, Dhaka, Bangladesh","7,334.00৳"
1350,2,3,1,2nd,Tiled,"Savar, Dhaka, Bangladesh",Negotiable
1050,1,3,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1500,3,3,Space,1st,Tiled,"Rampura, Dhaka, Bangladesh","7,500.00৳"
1550,2,3,1,4th,2,"Banashree, Dhaka, Bangladesh","4,200.00৳"
1350,3,3,Space,2nd,1,"Shahjahanpur, Dhaka, Bangladesh","6,300.00৳"
1600,2,4,1,4th,Tiled,"Banashree, Dhaka, Bangladesh","6,000.00৳"
850,1,3,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","3,800.00৳"
1000,2,2,1,6th,Tiled,"Rampura, Dhaka, Bangladesh","3,500.00৳"
1925,3,4,1,7th,Tiled,"Khilgaon, Dhaka, Bangladesh","5,000.00৳"
1400,2,3,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","6,100.00৳"
1585,2,3,1,5th,Tiled,"Pallabi , Dhaka, Bangladesh","5,200.00৳"
1700,1,2,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","4,000.00৳"
4200,3,4,1,9th,5,"Gulshan 2, Dhaka, Bangladesh","25,000.00৳"
872,1,2,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","4,800.00৳"
1390,2,3,1,5th,Tiled,"Cantonment, Dhaka, Bangladesh","8,000.00৳"
800,2,2,Space,5th,1,"Moghbazar, Dhaka, Bangladesh","6,000.00৳"
1000,2,3,1,8th,2,"Khilgaon, Dhaka, Bangladesh","6,40,00,000.00৳"
915,2,2,1,2nd,Tiled,"Malibagh, Dhaka, Bangladesh","6,600.00৳"
1922,4,3,1,3rd,2,"Gulshan 2, Dhaka, Bangladesh","12,000.00৳"
1000,1,1,1,8th,Tiled,", , ","64,00,000.00৳"
1100,2,2,1,7th,2,"New Market, Dhaka, Bangladesh","6,800.00৳"
1160,3,3,1,5th,Tiled,"Moghbazar, Dhaka, Bangladesh","6,100.00৳"
700,1,2,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","4,000.00৳"
850,1,2,1,6th,Tiled,"Kalabagan, Dhaka, Bangladesh","7,060.00৳"
1050,1,3,1,3rd,Tiled,"Baridhara, Dhaka, Bangladesh","4,300.00৳"
1130,1,3,1,3rd,Mosaic,"Banglamotor, Dhaka, Bangladesh","9,000.00৳"
1200,2,3,1,8th,Tiled,"Mohakhali, Dhaka, Bangladesh","5,900.00৳"
1795,2,3,1,5th,1,"Bashundhara RA, Dhaka, Bangladesh",Negotiable
1680,2,3,1,3rd,3,"Bashundhara RA, Dhaka, Bangladesh",Negotiable
1100,2,2,Space,Ground,1,"DOHS Mirpur, Dhaka, Bangladesh","6,400.00৳"
1640,3,3,1,2nd,3,"Kalabagan, Dhaka, Bangladesh","9,600.00৳"
875,1,2,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","4,230.00৳"
1950,2,4,1,3rd,3,"Pallabi , Dhaka, Bangladesh","6,500.00৳"
1200,3,3,1,6th,Tiled,"Dhanmondi, Dhaka, Bangladesh","6,700.00৳"
1150,2,3,1,3rd,Tiled,"Tejgaon, Dhaka, Bangladesh","5,680.00৳"
950,1,3,1,4th,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1390,2,3,1,9th,Tiled,"Dhanmondi, Dhaka, Bangladesh","7,500.00৳"
1248,3,2,1,6th,Tiled,"Moghbazar, Dhaka, Bangladesh","6,500.00৳"
1260,2,3,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
1300,2,3,1,5th,Tiled,"DOHS Baridhara, Dhaka, Bangladesh","10,000.00৳"
1735,3,4,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
1260,2,3,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","5,160.00৳"
850,1,2,1,4th,1,"Moghbazar, Dhaka, Bangladesh","6,500.00৳"
1015,1,2,1,2nd,Tiled,"Tejgaon, Dhaka, Bangladesh","6,900.00৳"
2850,4,4,Space,1st,Tiled,"Dhanmondi, Dhaka, Bangladesh","9,500.00৳"
1600,4,4,1,5th,2,"Badda, Dhaka, Bangladesh","5,000.00৳"
1000,2,3,1,7th,Tiled,"Badda, Dhaka, Bangladesh","4,700.00৳"
1500,3,3,1,5th,Tiled,"Badda, Dhaka, Bangladesh","5,000.00৳"
2680,4,3,1,12th,2,"Banashree, Dhaka, Bangladesh","10,000.00৳"
790,1,2,Space,6th,,"Badda, Dhaka, Bangladesh","5,000.00৳"
1265,3,3,Space,7th,1,"Dhanmondi, Dhaka, Bangladesh","6,400.00৳"
775,2,2,1,7th,Tiled,"Tejgaon, Dhaka, Bangladesh","5,200.00৳"
1600,3,3,1,6th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","5,000.00৳"
1252,2,3,1,4th,Tiled,"Ramna, Dhaka, Bangladesh","7,990.00৳"
875,2,2,1,7th,Tiled,"Moghbazar, Dhaka, Bangladesh","5,800.00৳"
1730,3,3,1,4th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,100.00৳"
1000,1,3,1,3rd,Mosaic,"Banashree, Dhaka, Bangladesh","6,500.00৳"
1200,3,3,1,6th,Tiled,"Badda, Dhaka, Bangladesh","6,000.00৳"
1400,3,3,1,1st,3,"Savar, Dhaka, Bangladesh","5,000.00৳"
1565,2,3,1,1st,Tiled,"Mirpur, Dhaka, Bangladesh",Negotiable
945,1,1,1,7th,Tiled,"Badda, Dhaka, Bangladesh","5,291.00৳"
900,1,2,1,6th,Tiled,"Khilgaon, Dhaka, Bangladesh","4,500.00৳"
1440,3,3,Space,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,650.00৳"
1265,2,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","4,500.00৳"
700,1,2,1,1st,Mosaic,"Khilkhet, Dhaka, Bangladesh",390.00৳
1226,2,3,1,3rd,Tiled,"Dhanmondi, Dhaka, Bangladesh","7,500.00৳"
