area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,dining,floor,floor_type,land_katha,living,location,parking_space,price_per_sft,property_type,view
11,1,2,2,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"8,500.00৳",Apartment,
960,2,2,3,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
1150,2,2,3,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
1210,1,2,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
1450,2,1,3,1,,2nd,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"7,586.00৳",Apartment,
1310,3,2,2,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1172,2,2,3,1,,5th,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1760,2,,4,,,10th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"8,000.00৳",Apartment,
1180,3,2,3,,,6th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",,"5,510.00৳",Apartment,
1045,2,2,3,1,,3rd,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"65,00,000.00৳",Apartment,
1600,3,2,4,1,,9th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,Negotiable,Apartment,
1025,2,2,3,1,,8th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"97,00,000.00৳",Apartment,
1873,3,2,4,1,,5th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"8,000.00৳",Apartment,
1000,2,2,3,1,,1st,Mosaic,,,"Tongi, Dhaka, Bangladesh",1,"3,600.00৳",Apartment,
1250,2,3,3,1,,1st,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",,"4,200.00৳",Apartment,
1450,3,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,00,00,000.00৳",Apartment,
1080,2,2,2,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"80,00,000.00৳",Apartment,
1400,2,3,3,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",,"9,643.00৳",Apartment,
1167,2,1,3,1,,8th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,"5,400.00৳",Apartment,
1486,2,3,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1352,2,2,3,1,,5th,Tiled,,,"Adabor, Dhaka, Bangladesh",1,"6,656.80৳",Apartment,
900,1,2,2,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1650,2,3,3,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
1080,2,,2,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"80,00,000.00৳",Apartment,
1245,2,2,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1600,2,4,3,2,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,625.00৳",Apartment,
900,2,1,2,,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1550,2,3,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1550,2,2,4,2,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,505.00৳",Apartment,
1400,2,2,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,300.00৳",Apartment,
1040,2,2,3,1,,1st,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"70,00,000.00৳",Apartment,
1150,2,2,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,900.00৳",Apartment,
1320,2,3,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1510,3,2,3,,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,420.00৳",Apartment,
1050,2,2,3,,,7th,Tiled,,,"Uttara East, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1683,2,3,3,1,,6th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"99,00,000.00৳",Apartment,
1500,2,2,3,1,,8th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,200.00৳",Apartment,
1400,2,3,3,1,,7th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"5,700.00৳",Apartment,
1350,2,3,3,1,,2nd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1175,2,1,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,110.00৳",Apartment,
600,1,1,2,,,5th,Tiled,,,"Wari, Dhaka, Bangladesh",,"3,000.00৳",Apartment,
1125,2,1,3,1,,2nd,Tiled,,,"Wari, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1300,2,3,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"56,00,000.00৳",Apartment,
2300,3,5,4,1,,5th,Tiled,,,"Adabor, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1147,2,2,3,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1337,2,2,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,783.00৳",Apartment,
1350,2,2,3,1,,9th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,335.00৳",Apartment,
1150,2,3,3,1,,4th,Tiled,,,"Kakrail, Dhaka, Bangladesh",1,"7,900.00৳",Apartment,
1226,2,2,3,1,,5th,Tiled,,,"Wari, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
3685,4,2,4,1,,3rd,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,"28,000.00৳",Apartment,
1750,2,2,4,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,430.00৳",Apartment,
1450,2,3,3,1,,9th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
1350,2,2,3,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"1,01,25,000.00৳",Apartment,
1300,1,2,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,200.00৳",Apartment,
1690,3,3,3,,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"5,950.00৳",Apartment,
1400,2,2,3,1,,5th,Tiled,,,"Savar, Dhaka, Bangladesh",1,"2,286.00৳",Apartment,
1167,2,1,3,1,,8th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,"5,400.00৳",Apartment,
1935,2,3,3,1,,10th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"6,718.35৳",Apartment,
5365,4,,4,,,7th,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",2,"19,575.00৳",Apartment,
3362,3,3,4,1,,4th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"18,800.00৳",Apartment,
1492,2,4,3,1,,6th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,200.00৳",Apartment,
1100,1,2,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,700.00৳",Apartment,
1100,3,3,3,,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1600,3,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1250,2,3,3,1,,2nd,Tiled,,,"Savar, Dhaka, Bangladesh",,"40,00,000.00৳",Apartment,
1365,3,,3,1,,10th,Tiled,,,"Sylhet City, Sylhet, Bangladesh",1,"3,300.00৳",Apartment,
1100,1,2,3,1,,5th,Tiled,,,"Malibagh, Dhaka, Bangladesh",,"2,700.00৳",Apartment,
1300,2,4,4,2,,1st,Tiled,,,"Rupnagar, Dhaka, Bangladesh",,Negotiable,Apartment,
1300,1,2,3,1,,4th, Other,,,"Demra, Dhaka, Bangladesh",,"2,300.00৳",Apartment,
1575,2,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1350,2,2,3,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1596,2,2,4,1,,10th,Tiled,,,"Malibagh, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1070,1,1,2,1,,8th,Tiled,,,"Malibagh, Dhaka, Bangladesh",1,"3,300.00৳",Apartment,
1650,3,3,4,1,,9th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1390,2,2,3,1,,11th,Tiled,,,"Malibagh, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1650,3,3,3,1,,8th,Tiled,,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment,
3685,3,4,4,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"10,00,00,000.00৳",Apartment,
1100,2,1,2,,,6th,Tiled,,,"Sher E Bangla Nagar , Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1767,3,1,3,1,,2nd,Tiled,,,"Gulshan 1, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
1050,1,2,3,1,,10th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"42,00,000.00৳",Apartment,
1150,2,2,3,1,,8th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
3500,3,3,3,1,,5th,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",1,"22,800.00৳",Apartment,
1510,2,2,3,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"8,300.00৳",Apartment,
1650,3,3,3,1,,8th,Tiled,,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment,
1700,3,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
900,2,1,2,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"6,200.00৳",Apartment,
1600,3,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1047,1,2,2,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,300.00৳",Apartment,
800,1,2,2,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1824,2,2,3,1,,10th,Tiled,,,"Shahjahanpur, Dhaka, Bangladesh",1,"9,870.00৳",Apartment,
1100,1,3,3,1,,5th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,Negotiable,Apartment,
1150,1,2,3,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,174.00৳",Apartment,
1913,3,3,4,1,,3rd,Mosaic,,,"Savar, Dhaka, Bangladesh",1,"3,659.00৳",Apartment,
2467,2,1,3,1,,5th,Tiled,,,"Vatara , Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1070,1,3,3,1,,1st,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,680.00৳",Apartment,
850,1,1,2,1,,Ground, Other,,,"Turag, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1230,2,3,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"3,500.00৳",Apartment,
1760,4,3,3,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"12,500.00৳",Apartment,
1640,2,3,3,1,,7th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"5,800.00৳",Apartment,
550,1,,2,1,,5th,Tiled,,,"Cumilla City, Cumilla, Bangladesh",,"3,990.00৳",Apartment,
1900,2,2,3,1,,5th,Tiled,,,"Baridhara, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
2190,2,3,5,,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1410,2,4,3,1,,1st,Marble,,,"Chattogram City, Chattogram, Bangladesh",1,"8,000.00৳",Apartment,
1600,2,2,3,1,,3rd,Tiled,,,"Adabor, Dhaka, Bangladesh",1,"85,00,000.00৳",Apartment,
1500,3,3,3,,,4th,Tiled,,,"Sher E Bangla Nagar , Dhaka, Bangladesh",1,Negotiable,Apartment,
900,1,2,2,1,,3rd,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"4,200.00৳",Apartment,
1100,1,3,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"6,364.00৳",Apartment,
1230,2,3,3,1,,5th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"3,500.00৳",Apartment,
1700,2,2,3,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1340,2,2,3,1,,8th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",1,"4,850.00৳",Apartment,
1600,3,4,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,200.00৳",Apartment,
1200,2,3,3,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1100,2,2,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1371,2,3,3,1,,8th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1500,2,3,3,,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,Negotiable,Apartment,
2204,3,4,3,1,,11th,Tiled,,,"New Market, Dhaka, Bangladesh",,"5,800.00৳",Apartment,
1350,2,2,3,1,,6th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
1100,2,,3,1,,1st,Tiled,,,"Savar, Dhaka, Bangladesh",1,"2,000.00৳",Apartment,
1450,2,,3,1,,2nd,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,Negotiable,Apartment,
4700,4,4,5,1,,10th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",3,"10,00,00,000.00৳",Apartment,
2250,2,3,3,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"14,000.00৳",Apartment,
1250,1,2,3,1,,5th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,Negotiable,Apartment,
1,2,2,4,1,,9th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"14,00,00,000.00৳",Apartment,
1275,2,4,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"65,00,000.00৳",Apartment,
1692,3,3,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,700.00৳",Apartment,
2094,3,3,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1250,2,3,3,1,,1st,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
2965,3,3,3,,,5th,Tiled,,,"Gulshan 1, Dhaka, Bangladesh",1,"4,00,00,000.00৳",Apartment,
950,1,1,2,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1150,2,3,3,,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
850,1,1,2,1,,2nd,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1750,2,2,3,1,,2nd,Tiled,,,"Banani, Dhaka, Bangladesh",1,"10,500.00৳",Apartment,
1200,2,3,3,1,,4th,Tiled,,,"Keraniganj, Dhaka, Bangladesh",15,"3,250.00৳",Apartment,
880,1,2,2,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"30,00,000.00৳",Apartment,
1020,1,2,3,1,,Ground,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"45,00,000.00৳",Apartment,
750,1,1,2,1,,2nd,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"35,00,000.00৳",Apartment,
850,1,,2,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",,"45,00,000.00৳",Apartment,
1450,2,3,3,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
1000,1,2,3,1,,3rd,Tiled,,,"Keraniganj, Dhaka, Bangladesh",,"3,100.00৳",Apartment,
1320,2,3,2,,,8th,Tiled,,,"Baridhara, Dhaka, Bangladesh",,"6,200.00৳",Apartment,
1250,1,1,2,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1200,2,2,3,1,,10th,Marble,,,"Kalabagan, Dhaka, Bangladesh",,"9,000.00৳",Apartment,
1350,2,2,3,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"75,00,000.00৳",Apartment,
1088,2,2,3,1,,6th,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",1,"38,00,000.00৳",Apartment,
1085,1,,2,1,,2nd,Tiled,,,"Cantonment, Dhaka, Bangladesh",,"4,150.00৳",Apartment,
1400,2,3,3,1,,1st,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"1,10,00,000.00৳",Apartment,
877,1,,2,2,,10th,Tiled,,,"Badda, Dhaka, Bangladesh",,"55,00,000.00৳",Apartment,
2300,3,4,4,1,,2nd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1700,1,,2,1,,3rd,Tiled,,,"Narayanganj, Narayanganj, Bangladesh",,"3,500.00৳",Apartment,
1300,1,2,3,1,,3rd,Tiled,,,"Keraniganj, Dhaka, Bangladesh",,"2,200.00৳",Apartment,
1204,3,3,2,1,,Ground,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
870,1,1,2,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",,"40,00,000.00৳",Apartment,
900,2,3,3,1,,1st,Tiled,,,"Badda, Dhaka, Bangladesh",,"4,800.00৳",Apartment,
2160,3,3,4,1,,5th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",1,"11,580.00৳",Apartment,
1230,2,3,3,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"3,500.00৳",Apartment,
1388,2,,3,1,,7th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1315,2,3,4,1,,3rd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1150,2,2,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,350.00৳",Apartment,
781,1,1,2,1,,3rd,Tiled,,,"Badda, Dhaka, Bangladesh",,"35,00,000.00৳",Apartment,
1450,3,3,3,1,,Ground,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,"3,700.00৳",Apartment,
1995,2,3,3,1,,3rd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"20,000.00৳",Apartment,
850,1,3,2,1,,3rd,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"5,294.00৳",Apartment,
2036,2,,3,1,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"21,000.00৳",Apartment,
1220,2,2,3,1,,15th,Tiled,,,"Paltan, Dhaka, Bangladesh",,"7,000.00৳",Apartment,
1180,2,2,3,1,,7th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",,"70,00,000.00৳",Apartment,
1400,3,1,3,1,,8th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,800.00৳",Apartment,
1200,2,4,3,1,,Ground,Mosaic,,,"Banani, Dhaka, Bangladesh",,"5,800.00৳",Apartment,
1430,2,,3,1,,6th,Tiled,,,"Rampura, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1495,2,3,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,300.00৳",Apartment,
910,1,1,2,1,,2nd,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,102.00৳",Apartment,
1160,2,1,2,1,,6th,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1050,1,2,3,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",,"65,00,000.00৳",Apartment,
1150,2,3,3,1,,6th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"4,400.00৳",Apartment,
1490,2,2,3,1,,Ground,Tiled,,,"Narayanganj, Narayanganj, Bangladesh",,"3,692.00৳",Apartment,
1050,2,2,3,,,7th,Tiled,,,"Uttara East, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1320,2,3,3,1,,6th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"4,621.00৳",Apartment,
1500,2,2,3,1,,3rd,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1250,1,1,3,1,,2nd,Tiled,,,"Adabor, Dhaka, Bangladesh",1,"5,050.00৳",Apartment,
1395,2,4,3,1,,3rd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"58,00,000.00৳",Apartment,
1800,2,2,5,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"3,666.00৳",Apartment,
1000,1,2,3,1,,5th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1850,2,3,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1500,2,2,3,1,,9th,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,Negotiable,Apartment,
1150,1,1,3,1,,7th,Tiled,,,"Rampura, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
900,1,2,2,1,,7th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1385,2,2,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1150,3,2,3,,,5th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1940,3,1,3,,,3rd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1150,1,2,3,1,,3rd,Mosaic,,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1050,2,2,3,,,6th,Tiled,,,"Uttara East, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
2672,2,3,4,1,,10th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"3,70,00,000.00৳",Apartment,
1512,2,2,3,1,,2nd,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"5,621.00৳",Apartment,
1050,1,3,3,1,,5th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"7,000.00৳",Apartment,
3024,,3,4,4,,4th,Marble,,,"Ramna, Dhaka, Bangladesh",2,"12,269.00৳",Apartment,
1150,1,2,3,1,,5th,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",,"4,200.00৳",Apartment,
2250,3,4,4,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1368,1,2,3,1,,3rd,Mosaic,,,"Rampura, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1435,2,2,3,1,,5th,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"7,317.07৳",Apartment,
1462,2,3,3,1,,5th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
2349,3,3,3,1,,14th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"2,30,00,000.00৳",Apartment,
1224,1,2,3,1,,8th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"4,500.00৳",Apartment,
1115,1,2,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"3,800.00৳",Apartment,
296600,1,1,1,1,,Ground,Marble,,,"Chattogram City, Chattogram, Bangladesh",1,"7,000.00৳",Apartment,
1100,1,2,3,1,,5th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
790,1,2,2,1,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1900,2,3,3,1,,1st,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"6,875.00৳",Apartment,
1350,2,3,3,1,,7th,Tiled,,,"Rampura, Dhaka, Bangladesh",,"4,600.00৳",Apartment,
1450,3,4,3,1,,3rd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"8,276.00৳",Apartment,
1300,3,3,3,,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
2400,4,3,4,,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1250,2,2,3,1,,Ground,Tiled,,,"Mirpur, Dhaka, Bangladesh",2,"4,000.00৳",Apartment,
1800,2,2,3,1,,3rd,Mosaic,,,"Ramna, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
2450,3,3,2,,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1220,2,2,3,1,,4th,Tiled,,,"Keraniganj, Dhaka, Bangladesh",1,"44,00,000.00৳",Apartment,
1655,2,3,3,1,,3rd,Marble,,,"Airport, Dhaka, Bangladesh",,"5,900.00৳",Apartment,
2050,3,3,3,1,,5th,Tiled,,,"Ramna, Dhaka, Bangladesh",1,"10,800.00৳",Apartment,
1500,2,3,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"70,00,000.00৳",Apartment,
850,2,2,2,,,6th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,705.88৳",Apartment,
1600,2,3,4,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1050,2,3,2,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"5,714.00৳",Apartment,
1550,2,4,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
955,2,1,3,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"65,00,000.00৳",Apartment,
3500,5,3,4,1,,2nd,Marble,,,"Gulshan 2, Dhaka, Bangladesh",2,"19,696.97৳",Apartment,
1050,2,2,3,1,,3rd,Mosaic,,,"Banashree, Dhaka, Bangladesh",1,"3,790.00৳",Apartment,
1500,2,3,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
4350,4,4,5,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"9,600.00৳",Apartment,
1500,1,,3,,,Ground,Mosaic,,,"Rajshahi City, Rajshahi, Bangladesh",,"5,667.00৳",Apartment,
1250,2,2,3,1,,5th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"6,800.00৳",Apartment,
1220,3,3,3,,,1st,Tiled,,,"Keraniganj, Dhaka, Bangladesh",1,"3,700.00৳",Apartment,
3418,3,4,3,1,,8th,Marble,,,"Gulshan 2, Dhaka, Bangladesh",2,"25,000.00৳",Apartment,
1300,2,2,3,1,,10th,Tiled,,,"New Market, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1280,2,2,3,1,,7th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1350,1,3,3,1,,11th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"3,710.00৳",Apartment,
1605,2,2,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
650,1,1,2,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"25,00,000.00৳",Apartment,
