area_sft,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_month,property_type
1100,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1100,2,3,,4th,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1450,2,3,1,2nd,,"Tejgaon, Dhaka, Bangladesh",,"32,000.00৳",Residential Apartment
1100,1,3,1,5th,,"Tejgaon, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1700,3,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
500,1,2,,Ground,,"Mohakhali, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
1100,1,3,1,6th,,"Mohakhali, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1000,1,3,1,3rd,,"Banashree, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1200,2,3,1,5th,,"Tejgaon, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
1050,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1500,3,3,1,8th,,"Banashree, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
1100,3,3,1,4th,,"Banashree, Dhaka, Bangladesh",,"16,500.00৳",Residential Apartment
1200,1,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
700,2,2,,5th,,"Mohammadpur , Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1140,3,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1365,2,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1300,2,3,,2nd,,"Banashree, Dhaka, Bangladesh",,"19,000.00৳",Residential Apartment
900,2,2,,5th,,"Mohammadpur , Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1400,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
1000,2,2,,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
850,3,4,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"21,000.00৳",Residential Apartment
700,2,2,,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"17,500.00৳",Residential Apartment
950,2,2,,1st,,"Mohakhali, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
500,2,2,,6th,,"Banashree, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1000,2,3,,2nd,,"Mohakhali, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
1300,3,4,,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
1000,3,3,1,4th,,"Mirpur, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1200,3,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1500,3,3,1,5th,,"Khilgaon, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
650,2,2,1,1st,,"Mohammadpur , Dhaka, Bangladesh",,"12,500.00৳",Residential Apartment
700,1,2,,Ground,,"Mohammadpur , Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1150,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
1125,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
800,1,2,1,5th,,"Rampura, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1200,3,3,,Ground,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
500,1,2,,6th,,"Rampura, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
500,1,2,,1st,,"Rampura, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1000,2,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"18,500.00৳",Residential Apartment
800,1,2,1,4th,,"Rampura, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
800,2,2,1,5th,,"Rampura, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1100,3,3,1,4th,,"Mohakhali, Dhaka, Bangladesh",,"28,000.00৳",Residential Apartment
850,2,2,,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
800,1,3,1,4th,,"Rampura, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1200,3,3,1,4th,,"Rampura, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
500,1,1,,5th,,"Mirpur, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
1500,3,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
500,1,2,,1st,,"Rampura, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Badda, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
825,2,2,1,4th,,"Rampura, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1100,2,3,1,1st,,"Rampura, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1200,1,3,1,5th,,"Rampura, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
1100,2,2,1,1st,,"Rampura, Dhaka, Bangladesh",,"18,500.00৳",Residential Apartment
1650,2,3,1,1st,,"Mohakhali, Dhaka, Bangladesh",,"42,000.00৳",Residential Apartment
1250,3,4,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1445,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1500,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1500,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1400,2,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
1150,3,3,1,3rd,,"Baridhara, Dhaka, Bangladesh",1,"23,500.00৳",Residential Apartment
1800,4,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1500,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
2000,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1800,4,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
500,1,1,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"12,000.00৳",Residential Apartment
1180,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1600,4,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2250,2,3,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"34,000.00৳",Residential Apartment
1180,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1400,2,2,1,3rd,,"Tongi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1130,3,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1200,1,3,1,8th,,"Lalbag, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
600,1,2,,3rd,,"Mirpur, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
2000,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
800,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
600,1,2,,6th,,"Khilgaon, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1050,2,3,1,4th,,"Khilgaon, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1100,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1200,2,4,1,6th,,"Khilgaon, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1200,3,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
800,2,2,1,9th,,"Bashundhara RA, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1117,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
800,2,2,1,5th,,"Khilgaon, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1170,1,3,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
1635,3,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
800,1,1,1,5th,,"Kafrul, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1120,1,3,1,8th,,"Kafrul, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
2215,4,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"36,000.00৳",Residential Apartment
1120,1,3,2,2nd,,"Kafrul, Dhaka, Bangladesh",,"19,000.00৳",Residential Apartment
2000,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1275,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
1250,3,3,1,5th,,"Khilgaon, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
2200,3,4,1,9th,,"Bashundhara RA, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1050,2,2,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1200,1,2,1,4th,,"Khilgaon, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1300,2,3,1,5th,,"Farmgate, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1800,2,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1200,2,3,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
750,1,3,1,2nd,,"Khilgaon, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
1230,3,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Farmgate, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
800,1,2,,3rd,,"Khilgaon, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1300,2,3,1,2nd,,"Karwan Bazar, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1000,2,2,,6th,,"Baridhara, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
2400,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1850,3,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
950,1,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
800,1,2,1,6th,,"Khilgaon, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1460,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
1555,4,3,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1460,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
1320,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1300,2,4,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Kafrul, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
1830,2,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1500,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
600,,1,,4th,,"Badda, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1450,2,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",,"35,000.00৳",Residential Apartment
1200,2,3,,5th,,"Kamrangir Char, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
450,,2,,Ground,,"Demra, Dhaka, Bangladesh",,"5,500.00৳",Residential Apartment
1200,1,3,,6th,,"Kamrangir Char, Dhaka, Bangladesh",,"10,500.00৳",Residential Apartment
1080,2,3,1,1st,,"Demra, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
450,,2,,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"8,500.00৳",Residential Apartment
1400,2,3,1,4th,,"Kadamtali, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
840,1,3,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
550,,2,,2nd,,"Khilgaon, Dhaka, Bangladesh",,"12,500.00৳",Residential Apartment
1450,2,3,1,5th,,"Shyamoli, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
2400,3,4,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",,"35,000.00৳",Residential Apartment
1350,2,3,1,9th,,"Dhanmondi, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
800,2,2,1,2nd,,"Badda, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
800,1,2,1,6th,,"Badda, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
700,2,2,1,4th,,"Badda, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
3200,5,6,2,6th,,"Bashundhara RA, Dhaka, Bangladesh",2,"60,000.00৳",Residential Apartment
820,2,2,1,1st,,"Pallabi , Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
950,2,2,,2nd,,"Pallabi , Dhaka, Bangladesh",,"9,800.00৳",Residential Apartment
2000,3,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
800,1,2,1,2nd,,"Badda, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1050,1,2,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
800,1,2,1,Ground,,"Farmgate, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
800,1,1,,2nd,,"Farmgate, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1830,4,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"33,000.00৳",Residential Apartment
2700,3,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",2,"65,000.00৳",Residential Apartment
1050,1,2,1,5th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
2600,4,4,,2nd,,"DOHS Baridhara, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
700,2,2,,Ground,,"DOHS Mirpur, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
850,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"10,500.00৳",Residential Apartment
750,1,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
4000,4,5,1,5th,,"Farmgate, Dhaka, Bangladesh",1,"1,05,000.00৳",Residential Apartment
900,1,2,1,4th,,"Farmgate, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
1400,1,2,1,8th,,"Shyamoli, Dhaka, Bangladesh",,"27,000.00৳",Residential Apartment
1440,1,2,1,8th,,"Shyamoli, Dhaka, Bangladesh",,"26,000.00৳",Residential Apartment
4,1,2,1,4th,,"Daskhinkhan, Dhaka, Bangladesh",,"10,500.00৳",Residential Apartment
750,1,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
850,1,2,1,2nd,,"Badda, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
1200,3,3,1,3rd,,"Badda, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
4000,4,5,1,5th,,"Farmgate, Dhaka, Bangladesh",1,"90,000.00৳",Residential Apartment
980,1,2,1,5th,,"Badda, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
500,1,2,1,4th,,"Badda, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
800,2,2,1,5th,,"Badda, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1300,1,3,1,4th,,"Badda, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
900,1,2,1,3rd,,"Badda, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1000,2,3,1,2nd,,"Badda, Dhaka, Bangladesh",,"23,000.00৳",Residential Apartment
700,2,2,1,4th,,"Badda, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1100,3,3,1,3rd,,"Badda, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
3515,4,4,1,4th,,"Baridhara, Dhaka, Bangladesh",2,"3,30,000.00৳",Residential Apartment
460,1,2,,4th,,"Badda, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1350,2,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1300,3,3,1,3rd,,"Badda, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
3515,4,4,1,4th,,"Baridhara, Dhaka, Bangladesh",2,"3,30,000.00৳",Residential Apartment
1170,2,3,1,3rd,,"Badda, Dhaka, Bangladesh",3,"25,000.00৳",Residential Apartment
400,1,2,,3rd,,"Mymensingh City, Mymensingh, Bangladesh",,"6,000.00৳",Residential Apartment
1250,2,3,1,3rd,,"Badda, Dhaka, Bangladesh",3,"25,000.00৳",Residential Apartment
1060,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1115,2,3,1,2nd,,"Farmgate, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1300,1,3,1,6th,,"Pallabi , Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1200,1,3,1,8th,,"Pallabi , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1200,1,3,1,2nd,,"Pallabi , Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
650,1,2,1,6th,,"Pallabi , Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
500,1,2,1,6th,,"Pallabi , Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
600,1,2,,4th,,"Pallabi , Dhaka, Bangladesh",,"10,500.00৳",Residential Apartment
947,2,3,1,3rd,,"Badda, Dhaka, Bangladesh",3,"20,000.00৳",Residential Apartment
700,1,2,1,7th,,"Dhanmondi, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1300,2,3,1,8th,,"Pallabi , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1550,1,1,,5th,,"Bashundhara RA, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
650,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
900,2,2,1,5th,,"Tejgaon, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2400,3,3,1,3rd,,"Gulshan 2, Dhaka, Bangladesh",1,"90,000.00৳",Residential Apartment
4500,5,5,1,7th,,"Gulshan 2, Dhaka, Bangladesh",2,"2,25,000.00৳",Residential Apartment
2250,2,3,1,2nd,,"Gulshan 2, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
2200,4,4,1,3rd,,"Pallabi , Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
850,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
2650,3,4,1,6th,,"Banani, Dhaka, Bangladesh",1,"1,20,000.00৳",Residential Apartment
2500,3,3,1,2nd,,"Gulshan 2, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
1700,3,4,1,8th,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Residential Apartment
1150,2,3,1,2nd,,"Pallabi , Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
1160,3,3,1,5th,,"Pallabi , Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1740,2,3,1,6th,,"Pallabi , Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
700,2,2,1,5th,,"Pallabi , Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
700,1,2,,5th,,"Pallabi , Dhaka, Bangladesh",,"9,500.00৳",Residential Apartment
1400,2,3,1,6th,,"Pallabi , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1150,3,3,1,3rd,,"Pallabi , Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
800,2,3,1,5th,,"Pallabi , Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1050,2,2,1,6th,,"Pallabi , Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
1442,4,3,1,8th,,"Pallabi , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1250,2,3,1,5th,,"Pallabi , Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1150,2,3,1,1st,,"Pallabi , Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
1200,2,3,1,1st,,"Pallabi , Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
720,1,2,1,6th,,"Pallabi , Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1110,3,3,1,2nd,,"Pallabi , Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1200,1,2,1,4th,,"Pallabi , Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
800,1,2,1,Ground,,"Pallabi , Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1400,2,3,1,6th,,"Pallabi , Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
2700,3,3,1,3rd,,"Gulshan 2, Dhaka, Bangladesh",1,"1,50,000.00৳",Residential Apartment
1250,2,3,1,3rd,,"Pallabi , Dhaka, Bangladesh",1,"22,500.00৳",Residential Apartment
650,2,2,1,5th,,"Pallabi , Dhaka, Bangladesh",1,"10,000.00৳",Residential Apartment
800,2,2,1,4th,,"Pallabi , Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
650,1,2,1,4th,,"Pallabi , Dhaka, Bangladesh",,"13,500.00৳",Residential Apartment
1050,2,2,1,4th,,"Pallabi , Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
16000,1,2,1,5th,,"Pallabi , Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
700,2,2,1,5th,,"Pallabi , Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
600,1,2,,6th,,"Pallabi , Dhaka, Bangladesh",1,"8,000.00৳",Residential Apartment
1050,2,2,1,4th,,"Pallabi , Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1500,1,3,1,Ground,,"Pallabi , Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1100,4,3,1,4th,,"Banglamotor, Dhaka, Bangladesh",,"28,000.00৳",Residential Apartment
900,2,2,1,5th,,"Pallabi , Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1400,3,3,1,7th,,"Pallabi , Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1300,3,3,1,2nd,,"Pallabi , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
650,1,2,1,7th,,"Pallabi , Dhaka, Bangladesh",,"9,500.00৳",Residential Apartment
1250,2,3,1,9th,,"Pallabi , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1250,1,2,1,6th,,"Pallabi , Dhaka, Bangladesh",1,"11,000.00৳",Residential Apartment
1200,4,3,1,4th,,"Pallabi , Dhaka, Bangladesh",1,"21,000.00৳",Residential Apartment
1200,3,3,1,10th,,"Pallabi , Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
1800,3,3,1,8th,,"Pallabi , Dhaka, Bangladesh",1,"29,000.00৳",Residential Apartment
1050,3,3,1,2nd,,"Pallabi , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2200,3,4,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"33,000.00৳",Residential Apartment
1300,3,3,1,3rd,,"Pallabi , Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2100,3,4,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1100,2,2,1,7th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
2150,3,3,,1st,,"DOHS Mirpur, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2200,4,4,1,5th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2200,4,4,1,5th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1100,3,3,1,6th,,"DOHS Mirpur, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
1100,3,3,,4th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
2200,3,3,1,4th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
2160,3,3,1,4th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
2350,4,4,1,6th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1100,3,3,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1550,2,4,1,5th,,"Pallabi , Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2300,3,4,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
600,1,1,,4th,,"Pallabi , Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
1500,2,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
1280,2,3,1,4th,,"Pallabi , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
700,1,2,1,4th,,"Pallabi , Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
1350,2,3,1,2nd,,"Pallabi , Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2200,4,4,,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1100,3,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
900,1,2,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"18,500.00৳",Residential Apartment
1500,2,2,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"40,000.00৳",Residential Apartment
1200,3,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1350,3,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",,"26,000.00৳",Residential Apartment
800,2,2,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",,"23,000.00৳",Residential Apartment
1975,2,4,1,7th,,"Dhanmondi, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1200,2,2,1,9th,,"Dhanmondi, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
1240,2,2,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
1250,2,3,1,6th,,"Dhanmondi, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
1300,2,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1100,2,3,1,5th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
