area_sft,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_month,property_type
1820,3,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
3750,4,4,1,7th,,"Dhanmondi, Dhaka, Bangladesh",,"1,40,000.00৳",Residential Apartment
1935,3,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
2400,3,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1650,2,3,1,4th,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1850,2,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",,"33,000.00৳",Residential Apartment
1850,3,3,,4th,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1650,3,3,1,4th,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1662,3,3,,1st,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1866,3,4,,1st,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1200,3,3,,5th,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1200,2,1,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1900,4,4,1,4th,,"Baridhara, Dhaka, Bangladesh",,"60,000.00৳",Residential Apartment
1200,2,3,1,3rd,,"Rampura, Dhaka, Bangladesh",,Negotiable,Residential Apartment
800,1,2,,2nd,,"Rampura, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
1200,1,2,,4th,,"Rampura, Dhaka, Bangladesh",,"1,300.00৳",Residential Apartment
2500,4,4,,4th,,"Baridhara, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1200,2,2,,3rd,,"Rampura, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1100,1,3,1,1st,,"Banani, Dhaka, Bangladesh",,"40,000.00৳",Residential Apartment
2000,4,4,,4th,,"Baridhara, Dhaka, Bangladesh",,"50,000.00৳",Residential Apartment
1000,1,2,,4th,,"Rampura, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
800,2,2,,2nd,,"Rampura, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1500,3,3,,2nd,,"Baridhara, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1800,3,3,,3rd,,"Baridhara, Dhaka, Bangladesh",,"35,000.00৳",Residential Apartment
2000,4,4,,2nd,,"Baridhara, Dhaka, Bangladesh",,Negotiable,Residential Apartment
2480,4,4,1,2nd,,"Baridhara, Dhaka, Bangladesh",,"60,000.00৳",Residential Apartment
2000,4,4,,5th,,"Baridhara, Dhaka, Bangladesh",,"48,000.00৳",Residential Apartment
1500,3,3,1,4th,,"Gulshan 1, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1200,1,2,,3rd,,"Moghbazar, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
500,1,1,,5th,,"Moghbazar, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1200,1,2,,5th,,"Rampura, Dhaka, Bangladesh",,Negotiable,Residential Apartment
400,1,1,,8th,,"Rampura, Dhaka, Bangladesh",,"4,000.00৳",Residential Apartment
1275,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1250,3,3,,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1200,1,3,1,5th,,"Niketan, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1800,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1250,3,3,,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
2250,3,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
800,1,2,,6th,,"Nikunja, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
3000,3,4,1,Ground,,"Nikunja, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
1806,4,4,,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1175,2,3,,3rd,,"Badda, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
2025,3,3,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1800,3,3,,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1380,3,3,,3rd,,"Niketan, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1400,2,3,,Ground,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
600,1,2,,4th,,"Nikunja, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1300,3,3,,4th,,"Niketan, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1500,3,3,1,3rd,,"Niketan, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1600,3,3,,Ground,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"75,000.00৳",Residential Apartment
1565,2,3,1,4th,,"Niketan, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1250,3,3,,3rd,,"Niketan, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
4200,4,4,,1st,,"Gulshan 2, Dhaka, Bangladesh",2,"2,30,000.00৳",Residential Apartment
3536,4,4,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"95,000.00৳",Residential Apartment
2000,3,4,,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
3100,4,4,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
410,2,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
3200,5,5,,2nd,,"Gulshan 1, Dhaka, Bangladesh",1,"1,50,000.00৳",Residential Apartment
2350,3,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2656,3,3,,3rd,,"Gulshan 1, Dhaka, Bangladesh",2,"90,000.00৳",Residential Apartment
4000,3,3,1,4th,,"Gulshan 2, Dhaka, Bangladesh",2,"1,60,000.00৳",Residential Apartment
2200,3,3,,2nd,,"Gulshan 1, Dhaka, Bangladesh",,"60,000.00৳",Residential Apartment
2200,3,3,,2nd,,"Gulshan 1, Dhaka, Bangladesh",1,"90,000.00৳",Residential Apartment
2200,3,3,,2nd,,"Gulshan 1, Dhaka, Bangladesh",2,"60,000.00৳",Residential Apartment
3200,3,3,1,6th,,"Gulshan 1, Dhaka, Bangladesh",2,"70,000.00৳",Residential Apartment
4200,4,4,1,3rd,,"Gulshan 1, Dhaka, Bangladesh",1,"2,20,000.00৳",Residential Apartment
1250,3,3,,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
3150,4,4,,1st,,"Bashundhara RA, Dhaka, Bangladesh",2,"1,00,000.00৳",Residential Apartment
2100,3,4,,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1690,3,3,,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
2000,3,3,,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2200,3,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
3700,3,3,1,2nd,,"Gulshan 1, Dhaka, Bangladesh",1,"3,00,000.00৳",Residential Apartment
2600,3,3,,3rd,,"Gulshan 1, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
2100,3,3,,1st,,"Gulshan 2, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
3000,3,3,,3rd,,"Gulshan 1, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
3000,2,3,1,5th,,"Gulshan 2, Dhaka, Bangladesh",2,"80,000.00৳",Residential Apartment
2250,3,3,,1st,,"Gulshan 1, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
2800,2,4,1,2nd,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"90,000.00৳",Residential Apartment
2550,3,3,,11th,,"Gulshan 1, Dhaka, Bangladesh",2,"1,20,000.00৳",Residential Apartment
1800,3,4,,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"34,000.00৳",Residential Apartment
1800,3,3,1,2nd,,"Gulshan 1, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
3000,3,4,1,1st,,"Gulshan 2, Dhaka, Bangladesh",2,"1,10,000.00৳",Residential Apartment
3500,4,4,1,5th,,"Gulshan 2, Dhaka, Bangladesh",1,"1,60,000.00৳",Residential Apartment
1200,2,2,,3rd,,"Bangshal, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
4055,3,3,1,3rd,,"Gulshan 2, Dhaka, Bangladesh",2,"3,00,000.00৳",Residential Apartment
4400,3,4,1,5th,,"Gulshan 2, Dhaka, Bangladesh",2,"2,50,000.00৳",Residential Apartment
2300,3,3,,5th,,"Gulshan 1, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
4100,5,5,2,,,"Gulshan 2, Dhaka, Bangladesh",2,Negotiable,Residential Apartment
2950,3,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",2,"80,000.00৳",Residential Apartment
3600,3,4,1,4th,,"DOHS Mohakhali, Dhaka, Bangladesh",,"1,10,000.00৳",Residential Apartment
1700,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"1,700.00৳",Residential Apartment
2200,3,3,,2nd,,"Banani, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
1850,3,3,,4th,,"Banani, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2300,3,3,,5th,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
2500,4,4,,1st,,"Banani, Dhaka, Bangladesh",3,"75,000.00৳",Residential Apartment
2228,3,3,,8th,,"Banani, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
2000,3,3,,3rd,,"Banani, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1600,2,2,1,2nd,,"Banani, Dhaka, Bangladesh",,"40,000.00৳",Residential Apartment
2800,3,3,,8th,,"Banani, Dhaka, Bangladesh",1,"90,000.00৳",Residential Apartment
2130,3,3,,2nd,,"Banani, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
2250,3,3,,2nd,,"Banani, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
2300,3,3,,6th,,"Banani, Dhaka, Bangladesh",1,"1,20,000.00৳",Residential Apartment
2200,3,3,,4th,,"Baridhara, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
2100,2,3,1,6th,,"Baridhara, Dhaka, Bangladesh",1,"55,000.00৳",Residential Apartment
2250,3,3,,1st,,"Banani, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1775,3,3,,1st,,"Baridhara, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
1450,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
300,1,1,,Ground,,"DOHS Mohakhali, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
650,1,2,1,5th,,"DOHS Mohakhali, Dhaka, Bangladesh",,"21,000.00৳",Residential Apartment
1900,3,3,,5th,,"Baridhara, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1750,2,3,1,2nd,,"Baridhara, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
2200,3,3,1,5th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2300,3,4,,5th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1200,2,3,,2nd,,"Banashree, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
2500,4,4,,6th,,"Banani, Dhaka, Bangladesh",1,"85,000.00৳",Residential Apartment
2100,4,4,,5th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1125,3,3,,6th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1800,3,3,,1st,,"DOHS Banani, Dhaka, Bangladesh",,"55,000.00৳",Residential Apartment
1396,3,3,,14th,,"Farmgate, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1200,3,3,,6th,,"Kakrail, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
2200,2,3,1,2nd,,"DOHS Banani, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
1500,3,3,,4th,,"Kakrail, Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
800,1,2,,5th,,"Kakrail, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1900,3,3,,3rd,,"Kakrail, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1325,3,3,,3rd,,"Kakrail, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
1200,2,2,1,3rd,,"Kakrail, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
950,3,3,,5th,,"Kakrail, Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
2031,4,1,,4th,,"Banani, Dhaka, Bangladesh",1,"1,80,000.00৳",Residential Apartment
1110,3,3,,4th,,"Kakrail, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2450,3,4,1,1st,,"Banani, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
1050,2,3,,8th,,"Kakrail, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
850,1,2,1,2nd,,"Badda, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1400,1,3,1,6th,,"Badda, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
600,1,2,1,2nd,,"Badda, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1000,2,3,1,4th,,"Badda, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
1000,2,2,,2nd,,"Badda, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
800,1,2,1,3rd,,"Badda, Dhaka, Bangladesh",,"21,000.00৳",Residential Apartment
1100,2,3,,5th,,"Badda, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
800,1,2,,2nd,,"Badda, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1380,2,3,1,4th,,"Badda, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1200,2,3,,7th,,"Badda, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
700,1,2,1,2nd,,"Badda, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1100,3,3,,3rd,,"Badda, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
1300,1,3,1,1st,,"Badda, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1550,3,4,1,1st,,"Badda, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
1430,2,3,1,1st,,"Badda, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1050,1,2,1,2nd,,"Badda, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
850,1,3,1,3rd,,"Badda, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
850,1,2,,6th,,"Badda, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
550,1,2,1,4th,,"Badda, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1000,1,3,1,4th,,"Badda, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
5000,3,3,1,10th,,"Dhanmondi, Dhaka, Bangladesh",2,"1,25,000.00৳",Residential Apartment
2500,3,3,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
2055,3,4,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2200,4,4,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"42,000.00৳",Residential Apartment
1400,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1450,2,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1450,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
2700,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1350,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
5000,3,3,1,8th,,"Dhanmondi, Dhaka, Bangladesh",1,"1,30,000.00৳",Residential Apartment
1200,3,3,,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
2100,2,3,1,7th,,"Baridhara, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1450,3,3,,3rd,,"Baridhara, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
2200,3,3,,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2300,4,5,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1965,3,4,,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"37,000.00৳",Residential Apartment
2300,3,3,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"44,000.00৳",Residential Apartment
2100,3,3,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2600,4,4,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",,"55,000.00৳",Residential Apartment
2450,3,3,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
2275,2,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",1,"55,000.00৳",Residential Apartment
500,1,2,,7th,,"Aftabnagar, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1000,3,3,,3rd,,"Aftabnagar, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1700,3,4,,7th,,"Aftabnagar, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1450,3,3,,2nd,,"Aftabnagar, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1450,3,3,,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1260,3,3,,3rd,,"Aftabnagar, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1200,3,3,,7th,,"Aftabnagar, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
2400,2,3,1,3rd,,"Lalmatia, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
800,1,2,1,3rd,,"Aftabnagar, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1150,2,3,,5th,,"Aftabnagar, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
1250,3,3,,5th,,"Aftabnagar, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
900,2,2,,2nd,,"Aftabnagar, Dhaka, Bangladesh",,Negotiable,Residential Apartment
950,1,3,1,2nd,,"Aftabnagar, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
2340,2,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
1850,3,3,,1st,,"Dhanmondi, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1300,2,3,1,7th,,"Lalmatia, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1300,2,3,1,7th,,"Lalmatia, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1500,2,3,1,2nd,,"Gulshan 1, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
3000,4,4,,3rd,,"Baridhara, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
700,2,2,,5th,,"Badda, Dhaka, Bangladesh",,"13,500.00৳",Residential Apartment
2350,2,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
800,1,2,1,6th,,"Rupnagar, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
2000,3,3,,1st,,"Bashundhara RA, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
2000,3,3,,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1425,2,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
2470,4,4,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1500,2,3,,9th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1900,3,3,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"42,000.00৳",Residential Apartment
1955,2,4,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",,"45,000.00৳",Residential Apartment
1850,3,3,,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1500,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
3000,4,4,1,2nd,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
1400,2,3,1,7th,,"Lalmatia, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1980,3,3,,5th,,"Lalmatia, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1559,2,3,1,6th,,"Lalmatia, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1700,3,3,,3rd,,"Lalmatia, Dhaka, Bangladesh",1,"42,000.00৳",Residential Apartment
1960,2,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1300,2,2,1,4th,,"Lalmatia, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
2000,3,3,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1200,2,2,,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
2100,3,3,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1450,3,3,,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2000,3,3,1,3rd,,"Gulshan 2, Dhaka, Bangladesh",1,"75,000.00৳",Residential Apartment
2150,3,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2020,3,3,,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
850,2,2,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"19,500.00৳",Residential Apartment
2300,3,3,,1st,,"Baridhara, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
2700,1,4,2,2nd,,"Baridhara, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
2300,3,3,,7th,,"Gulshan 2, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
2300,3,3,,3rd,,"Gulshan 2, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
2400,3,3,,2nd,,"Gulshan 2, Dhaka, Bangladesh",1,"95,000.00৳",Residential Apartment
2224,3,3,,5th,,"Gulshan 2, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
3000,3,3,,5th,,"Gulshan 2, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
2000,3,3,,5th,,"Gulshan 2, Dhaka, Bangladesh",1,"48,000.00৳",Residential Apartment
2600,3,3,1,1st,,"Gulshan 2, Dhaka, Bangladesh",1,"2,20,000.00৳",Residential Apartment
3000,3,3,,4th,,"Baridhara, Dhaka, Bangladesh",2,"1,40,000.00৳",Residential Apartment
3600,4,4,,1st,,"Gulshan 2, Dhaka, Bangladesh",2,"2,50,000.00৳",Residential Apartment
1000,1,2,1,3rd,,"Uttara West, Dhaka, Bangladesh",,"21,000.00৳",Residential Apartment
2800,2,4,1,4th,,"Banani, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
6000,4,4,1,2nd,,"Gulshan 2, Dhaka, Bangladesh",3,"3,00,000.00৳",Residential Apartment
650,1,2,,6th,,"Banashree, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1100,2,2,,3rd,,"Banashree, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
2000,4,4,,3rd,,"Banashree, Dhaka, Bangladesh",1,"36,000.00৳",Residential Apartment
2200,3,3,,2nd,,"Banani, Dhaka, Bangladesh",1,"90,000.00৳",Residential Apartment
1850,3,3,,4th,,"Banani, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1200,2,3,,5th,,"Banashree, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
800,1,2,,6th,,"Banashree, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
850,2,2,,2nd,,"Banashree, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
2750,2,3,1,5th,,"Banani, Dhaka, Bangladesh",,"50,000.00৳",Residential Apartment
1250,3,3,,9th,,"Niketan, Dhaka, Bangladesh",,"28,000.00৳",Residential Apartment
1550,2,3,,2nd,,"Banani, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1975,4,4,,1st,,"Niketan, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1930,2,3,1,3rd,,"Niketan, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
2700,3,4,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",2,"50,000.00৳",Residential Apartment
1850,2,3,1,3rd,,"Banani, Dhaka, Bangladesh",1,"55,000.00৳",Residential Apartment
3245,4,4,,2nd,,"Banani, Dhaka, Bangladesh",1,"90,000.00৳",Residential Apartment
3850,4,4,,1st,,"Gulshan 2, Dhaka, Bangladesh",2,"1,20,000.00৳",Residential Apartment
8400,5,5,,10th,,"Gulshan 2, Dhaka, Bangladesh",2,"6,00,000.00৳",Residential Apartment
2250,3,3,1,5th,,"Baridhara, Dhaka, Bangladesh",1,"1,10,000.00৳",Residential Apartment
1262,2,3,,4th,,"Baridhara, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1050,3,3,,7th,,"Badda, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1300,3,3,,1st,,"Badda, Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
1590,3,4,,6th,,"Banashree, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1170,3,3,,11th,,"Badda, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1000,3,3,,4th,,"Badda, Dhaka, Bangladesh",,"18,500.00৳",Residential Apartment
2500,3,3,,2nd,,"Baridhara, Dhaka, Bangladesh",1,"1,30,000.00৳",Residential Apartment
1456,3,3,,5th,,"Badda, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
950,2,2,,1st,,"Badda, Dhaka, Bangladesh",,"16,500.00৳",Residential Apartment
