area,balconies,baths,bedroom,location,price,property_type,property_url,purpose,City,Area,Address,Mosque/Prayer Room-amenity,Parks-amenity,Telephone line-amenity,Solar panels-amenity,Bazaar-amenity,Garden-amenity,Generator-amenity,Hot water and heating-amenity,Security Alarm System-amenity,Inter com-amenity,School-amenity,Guest Parking-amenity,Satellite or cable TV-amenity,Fire Services-amenity,Graveyard-amenity,Gas Connection-amenity,Civil Defense-amenity,Pool-amenity,Play Ground-amenity,Lakes-amenity,null-amenity,Water Supply-amenity,Gas-amenity,Gymnasium-amenity,Police Box-amenity,Universities-amenity,Banks-amenity,CCTV-amenity,Cylinder Gas-amenity,Self Water supply-amenity,Fire exit-amenity,WASA connection-amenity,Servent Room-amenity,Electronic security-amenity,Electricity-amenity,Security-amenity,College-amenity,Eid congregation place-amenity,Fire Protection-amenity,Hospital-amenity,Servent Toilet-amenity,Post Office-amenity,Wi-Fi connectivity-amenity,Lift-amenity,Mosque-amenity
1275.0,2.0,3.0,3.0,"Shahporan  , Sylhet",,Residential,https://www.bdhousing.com/details/244011/1275-sqft-3-beds-almost-ready-apartment-flats-sale-shahporan,Sale,Sylhet,,Shahporan  ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
1340.0,3.0,3.0,3.0,"Adabor , Dhaka",,Residential,https://www.bdhousing.com/details/245720/1340-sqft-3-beds-apartment-flats-sale-adabor,Sale,Dhaka,Adabor,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
1750.0,3.0,4.0,4.0,"Mohammadpur , Dhaka",9625000.0,Residential,https://www.bdhousing.com/details/239423/1750-sqft-4-beds-ready-flats-for-sale-at-mohammadpur-2nd-floor-on-discount,Sale,Dhaka,Mohammadpur,,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
3600.0,6.0,6.0,4.0,"Banani , Dhaka",,Residential,https://www.bdhousing.com/details/245345/3600-sqft-4-beds-apartment-flats-sale-banani,Sale,Dhaka,Banani,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
,,,,"Gazipur Sadar , Gazipur",1000000.0,Residential,https://www.bdhousing.com/details/245804/3-katha-ready-residential-plot-for-sale-at-gazipur-sadar,Sale,Gazipur,,Gazipur Sadar ,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1400.0,3.0,3.0,3.0,"West Dhanmondi , Dhaka",,Residential,https://www.bdhousing.com/details/243715/1400-sqft-3-beds-ready-apartment-flats-for-sale-at-west-dhanmondi,Sale,Dhaka,,West Dhanmondi ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1798.0,2.0,3.0,4.0,"Banani , Dhaka",,Residential,https://www.bdhousing.com/details/230628/1798-sqft-4-beds-under-construction-flat-for-sale-at-banani,Sale,Dhaka,Banani,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1928.0,4.0,4.0,4.0,"Banani , Dhaka",,Residential,https://www.bdhousing.com/details/230629/1928-sqft-4-beds-under-construction-flat-for-sale-at-banani,Sale,Dhaka,Banani,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1200.0,2.0,3.0,3.0,"Mohammadpur , Dhaka",,Residential,https://www.bdhousing.com/details/243969/1200-sqft-3-beds-upcoming-land-sharing-flat-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
1840.0,1.0,3.0,3.0,"Uttara , Dhaka",,Residential,https://www.bdhousing.com/details/233159/1840-sqft-3-beds-under-construction-apartment-for-sale-at-uttara,Sale,Dhaka,Uttara,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1210.0,2.0,3.0,3.0,"Baridhara , Dhaka",6655000.0,Residential,https://www.bdhousing.com/details/245704/1210-sqft-3-beds-apartment-flats-rent-baridhara,Sale,Dhaka,Baridhara,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
28000.0,6.0,6.0,6.0,"Baridhara , Dhaka",1008000000.0,Residential,https://www.bdhousing.com/details/244603/28000-sqft-6-beds-ready-independent-house-sale-baridhara,Sale,Dhaka,Baridhara,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1172.0,2.0,3.0,3.0,"Uttara , Dhaka",,Residential,https://www.bdhousing.com/details/244267/1172-sqft-3-beds-ready-apartment-flats-sale-uttara,Sale,Dhaka,Uttara,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
1350.0,3.0,4.0,3.0,"Savar , Dhaka",,Residential,https://www.bdhousing.com/details/245557/1350-sqft-3-beds-apartment-flats-sale-savar,Sale,Dhaka,Savar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2777.0,,1.0,1.0,"Dhanmondi , Dhaka",,Residential,https://www.bdhousing.com/details/231555/2777-sqft-1-bed-under-construction-flats-for-sale-at-dhanmondi,Sale,Dhaka,Dhanmondi,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1538.0,2.0,4.0,4.0,"Banani , Dhaka",,Residential,https://www.bdhousing.com/details/230635/1538-sqft-4-beds-under-construction-flat-for-sale-at-banani,Sale,Dhaka,Banani,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1316.0,4.0,3.0,3.0,"Jatrabari , Dhaka",1316000.0,Residential,https://www.bdhousing.com/details/245796/land-sharing-flat-sale-jatrabari-1316-sqft,Sale,Dhaka,,Jatrabari ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
,,,,"Keraniganj , Dhaka",1200000.0,Residential,https://www.bdhousing.com/details/245052/4-katha-under-development-residential-plot-for-sale-at-keraniganj,Sale,Dhaka,Keraniganj,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
2246.0,1.0,3.0,3.0,"Mirpur 11 , Dhaka",,Residential,https://www.bdhousing.com/details/233162/2246-sqft-3-beds-under-construction-flats-for-sale-at-mirpur-11,Sale,Dhaka,,Mirpur 11 ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
,,,,"Purbachal , Dhaka",1200000.0,Residential,https://www.bdhousing.com/details/243730/3-katha-ready-residential-plot-purbachal,Sale,Dhaka,Purbachal,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
2281.0,4.0,3.0,4.0,"Gulshan 02 , Dhaka",,Residential,https://www.bdhousing.com/details/230627/2281-sqft-4-beds-under-construction-flat-for-sale-at-gulshan,Sale,Dhaka,,Gulshan 02 ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
3106.0,4.0,6.0,6.0,"Keraniganj , Dhaka",,Residential,https://www.bdhousing.com/details/244617/3106-sqft-6-beds-ready-apartment-flats-sale-keraniganj,Sale,Dhaka,Keraniganj,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
900.0,2.0,2.0,2.0,"Mohammadpur , Dhaka",,Residential,https://www.bdhousing.com/details/243727/2-beds-ready-apartment-flats-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
1350.0,3.0,3.0,3.0,"Savar , Dhaka",,Residential,https://www.bdhousing.com/details/245555/1350-sqft-3-beds-apartment-flats-sale-savar,Sale,Dhaka,Savar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1800.0,5.0,3.0,3.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/243425/1800-sqft-3-beds-ready-apartment-flats-for-sale-at-bashundhara-r-a,Sale,Dhaka,,Bashundhara R/A ,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1538.0,2.0,4.0,3.0,"Bashundhara R/A , Dhaka",9500000.0,Residential,https://www.bdhousing.com/details/244008/used-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1990.0,3.0,1.0,3.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245486/3-beds-used-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No
,,,,"Uttara , Dhaka",13500000.0,Residential,https://www.bdhousing.com/details/239976/5-katha-ready-residential-plot-for-sale-at-uttara,Sale,Dhaka,Uttara,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
990.0,2.0,3.0,2.0,"Khilgaon , Dhaka",,Residential,https://www.bdhousing.com/details/243637/990-sqft-2-beds-ready-apartment-flats-for-sale-at-khilgaon,Sale,Dhaka,Khilgaon,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2700.0,5.0,5.0,4.0,"Savar , Dhaka",,Residential,https://www.bdhousing.com/details/245609/4-beds--apartment-flats-sale-savar,Sale,Dhaka,Savar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1850.0,3.0,4.0,3.0,"Farmgate , Dhaka",,Residential,https://www.bdhousing.com/details/245262/1850-sqft-3-beds-upcoming-apartment-flats-for-sale-at-farmgate,Sale,Dhaka,,Farmgate ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2150.0,3.0,4.0,4.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245607/4-beds-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
,,,,"Basila , Dhaka",,Residential,https://www.bdhousing.com/details/244967/3-katha-residential-plot-sale-Basila,Sale,Dhaka,,Basila ,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
2900.0,3.0,3.0,4.0,"Gulshan 02 , Dhaka",,Residential,https://www.bdhousing.com/details/230625/2900-sqft-4-beds-under-construction-flat-for-sale-at-gulshan,Sale,Dhaka,,Gulshan 02 ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
,,,,"Basila , Dhaka",4000000.0,Residential,https://www.bdhousing.com/details/244968/5-katha-ready-residential-plot-sale-basila,Sale,Dhaka,,Basila ,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1350.0,3.0,3.0,3.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/242330/1350-sqft-3-beds-flats-for-sale-at-bashundhara-r-a,Sale,Dhaka,,Bashundhara R/A ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2755.0,3.0,4.0,3.0,"Banani , Dhaka",29500000.0,Residential,https://www.bdhousing.com/details/245547/2755-sqft-3-beds-ready-apartment-flats-for-sale-at-banani,Sale,Dhaka,Banani,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
,,,,"Mohammadpur , Dhaka",,Residential,https://www.bdhousing.com/details/244412/5-katha-ready-residential-plot-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
2110.0,3.0,4.0,4.0,"Uttara , Dhaka",,Residential,https://www.bdhousing.com/details/245692/2110-sqft-4-beds-under-construction-apartment-flats-for-sale-at-uttara,Sale,Dhaka,Uttara,,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No
,,,,"Purbachal , Dhaka",1000000.0,Residential,https://www.bdhousing.com/details/244443/5-3-katha-b-block-ready-residential-corner-plot-for-sale-at-purbachal,Sale,Dhaka,Purbachal,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1200.0,2.0,3.0,3.0,"Mirpur 10 , Dhaka",,Residential,https://www.bdhousing.com/details/243661/1200-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-mirpur-10,Sale,Dhaka,,Mirpur 10 ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2498.0,3.0,3.0,4.0,"Banani , Dhaka",,Residential,https://www.bdhousing.com/details/230637/2498-sqft-4-beds-under-construction-flat-for-sale-at-banani,Sale,Dhaka,Banani,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
,,,,"Mohammadpur , Dhaka",,Residential,https://www.bdhousing.com/details/244416/5-katha-residential-plot-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Basila , Dhaka",,Commercial,https://www.bdhousing.com/details/245010/3-katha-under-development-commercial-plot-sale-Basila,Sale,Dhaka,,Basila ,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
2540.0,4.0,4.0,4.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/244689/2300-2600-sqft-4-beds-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
,,,,"Keraniganj , Dhaka",7000000.0,Commercial,https://www.bdhousing.com/details/244340/25-katha-ready-commercial-plot-sale-keraniganj,Sale,Dhaka,Keraniganj,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Keraniganj , Dhaka",7000000.0,Commercial,https://www.bdhousing.com/details/244334/26-katha-ready-commercial-plot-sale-keraniganj,Sale,Dhaka,Keraniganj,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1287.0,2.0,3.0,3.0,"Dhour , Dhaka",,Residential,https://www.bdhousing.com/details/245519/1287-sqft-3-beds-under-construction-apartment-flats-for-sale-at-uttara,Sale,Dhaka,,Dhour ,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
1350.0,3.0,3.0,3.0,"Maijdee , Noakhali",,Residential,https://www.bdhousing.com/details/245586/1350-sqft-3-beds-apartment-flats-sale-maijdee,Sale,,,"Maijdee , Noakhali",No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No
960.0,2.0,3.0,5.0,"Comilla Cantonment , Comilla",2880000.0,Residential,https://www.bdhousing.com/details/243775/under-construction-apartment-flats-sale-comilla-cantonment,Sale,,,"Comilla Cantonment , Comilla",No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No
1250.0,3.0,3.0,3.0,"Banasree , Dhaka",,Residential,https://www.bdhousing.com/details/244041/3-beds-almost-ready-apartment-flats-sale-banasree,Sale,Dhaka,Banasree,,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
1265.0,3.0,3.0,3.0,"Uttara , Dhaka",5051000.0,Residential,https://www.bdhousing.com/details/244268/1183-sqft-3-beds-ready-apartment-flats-sale-uttara,Sale,Dhaka,Uttara,,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
,,,,"Basila , Dhaka",,Residential,https://www.bdhousing.com/details/244924/3-katha--Residential-Plot-sale-Basila,Sale,Dhaka,,Basila ,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Keraniganj , Dhaka",1100000.0,Residential,https://www.bdhousing.com/details/244328/%E0%A7%AC%E0%A7%A6-%E0%A6%B8%E0%A6%B9%E0%A6%9C-%E0%A6%95-%E0%A6%B8-%E0%A6%A4-%E0%A6%A4-%E0%A6%B8-%E0%A6%A8-%E0%A6%B6-%E0%A6%9A-%E0%A6%A4-%E0%A6%AA-%E0%A6%B2%E0%A6%9F-%E0%A6%AC-%E0%A6%A8-%E0%A7%9F-%E0%A6%97-%E0%A6%95%E0%A6%B0-%E0%A6%A8,Sale,Dhaka,Keraniganj,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Terokhadia , Rajshahi",,Residential,https://www.bdhousing.com/details/245194/3-5-7-5-10-katha-under-development-residential-plot-for-sale-at-uttorayon-amana-city,Sale,,,"Terokhadia , Rajshahi",No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1800.0,4.0,4.0,3.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/239790/1800-sqft-3-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale,Dhaka,,Bashundhara R/A ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2200.0,4.0,4.0,4.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/244512/2200-sqft-4-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale,Dhaka,,Bashundhara R/A ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1200.0,3.0,3.0,3.0,"Uttara , Dhaka",,Residential,https://www.bdhousing.com/details/243662/1200-sqft-3-beds-ready-apartment-flats-for-sale-at-uttara,Sale,Dhaka,Uttara,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
