title,num_bed,num_bath,area,location,building_type,purpose,price,description,listing_url,Elevator-amenity,Security Guard-amenity,Govt. Gas-amenity,Emergency Exit-amenity,Hot Water-amenity,Intercom-amenity,Landscape Garden-amenity,Swimming Pool-amenity,Child Allowed-amenity,Visitor's Car Parking-amenity,Wi-Fi-amenity,Community Center-amenity,Guard's Room-amenity,Driver Room-amenity,Gymnasium-amenity,WASA-amenity,Internet-amenity,Electricity-amenity,Safety Grill-amenity,CCTV-amenity,Fire Alarm-amenity,Rooftop Garden-amenity,Pet Allowed-amenity,building_nature,city,area,address,balcony-amenity,service charge-amenity,servent room-amenity,staff toilet-amenity,kitchen-amenity,property condition-amenity,drawing room-amenity,car parking-amenity,furnished status-amenity,nagotiable-amenity,floor number-amenity,available for-amenity,advance deposit-amenity,living room-amenity,dining room-amenity,floor type-amenity
2200 sqft Semi-furnished Apartment with for Rent @ Banani, 3 bd, 4 ba,2200.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,90000.0,"It is a semi-furnished apartment of 2200 sqft which is up for rent at Banani. Located at the 4th floor, it has 3 beds, cabinets  and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2200-sqft-semi-furnished-apartment-with-for-rent-at-banani/292,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,8000,yes,yes,1,new,yes,available,semi-furnished,,5,any,180000,,yes,
2200 sqft Unfurnished Apartment with for Rent @ Banani, 3 bd, 3 ba,2200.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,110000.0,"It is a unfurnished apartment of 2200 sqft which is up for rent at Banani. Located at the 2nd floor, it has 3 beds, cabinets  and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2200-sqft-unfurnished-apartment-with-for-rent-at-banani/295,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,16000,yes,yes,1,new,yes,available,unfurnished,,3,any,220000,,yes,
1850 sqft Unfurnished Apartment with for Rent @ Banani, 3 bd, 3 ba,1850.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,80000.0,"It is an unfurnished apartment of 1850 sqft which is up for rent at Banani. Located at the 1st floor, it has 3 beds,  and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/1850-sqft-unfurnished-apartment-with-for-rent-at-banani/290,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Residential,Dhaka,Banani,,,10000,,,1,new,yes,available,unfurnished,,2,any,160000,,yes,
2450 sqft Unfurnished Apartment with for Rent @ Banani, 4 bd, 4 ba,2450.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,130000.0,"It is a unfurnished apartment of 2450 sqft which is up for rent at Banani. Located at the 3rd floor, it has 4 beds, 4 baths, and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2450-sqft-unfurnished-apartment-with-for-rent-at-banani/294,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,,yes,yes,1,new,yes,available,unfurnished,,4,any,260000,,yes,
2100 sqft Unfurnished Apartment with for Rent @ Banani, 3 bd, 4 ba,2100.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,90000.0,"It is an unfurnished apartment of 2100 sqft which is up for rent at Banani. Located at the 4th floor, it has 3 beds, 2 attached bath, 1 common bath, 1 servant bath and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2100-sqft-unfurnished-apartment-with-for-rent-at-banani/296,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,6000,yes,yes,1,new,yes,available,unfurnished,,5,any,180000,,yes,
1700 sqft Unfurnished Apartment with for Rent @ Banani, 3 bd, 2 ba,1700.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,90000.0,"It is an unfurnished apartment of 1700 sqft which is up for rent at Banani. Located at the 3rd floor, it has 3 beds, with other modern living facilities and commodities for a family. 1 car parking facility provided. If furnishing is needed, we will provide after discussion.",http://www.rentalhomebd.com/properties/1400-sqft-unfurnished-apartment-with-for-rent-at-banani/264,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Banani,,,7000,,,1,new,yes,available,unfurnished,,4,any,180000,,yes,
2300 sqft Unfurnished Apartment with for Rent @ Banani, 3 bd, 3 ba,2300.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,80000.0,"It is an unfurnished apartment of 2300 sqft which is up for rent at Banani. Located at the 1st floor, it has 3 beds, with other modern living facilities and commodities for a family. 1 car parking facility provided. If furnishing is needed, we will provide after discussion.",http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-with-for-rent-at-banani/263,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,6500,yes,yes,1,new,yes,available,unfurnished,,2,any,160000,,yes,
1500 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,1500.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,120000.0,"It is a luxurious apartment of 1500 sqft which is furnished. Situated at the 3rd floor, this property has 3 beds, 4 baths, and other modern amenities and commodities. 1 car parking facility available.",http://www.rentalhomebd.com/properties/1500-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/266,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,,,yes,1,new,yes,available,furnished,,4,any,240000,,yes,
1760 sqft Furnished Apartment with for Rent @ Banani, 3 bd, 3 ba,1760.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,90000.0,"It is a furnished apartment of 1760 sqft which is up for rent at Banani. Located at the 2nd floor, it has 3 beds, with other modern living facilities and commodities for a family. 1 car parking facility provided.",http://www.rentalhomebd.com/properties/1760-sqft-furnished-apartment-with-for-rent-at-banani/265,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,7000,,yes,1,new,yes,available,furnished,,3,any,180000,,yes,
2200 sqft Office Space for Rent @ Baridhara Diplomatic Zone, 0 bd, 4 ba,2200.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Office space,Rent,150000.0,This 2200 sqft office space is up for rent at Baridhara diplomatic zone. This property is located at 1st floor. Service charge is BDT 10000. 1 car parking facility available.,http://www.rentalhomebd.com/properties/2200-sqft-office-space-for-rent-at-baridhara-diplomatic-zone/271,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Commercial,Dhaka,Baridhara,Baridhara Diplomatic Zone,,10000,,,,new,,available,unfurnished,,2,any,300000,,,
2350 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2350.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,170000.0,"This 2350 sqft furnished apartment is up for rent at Baridhara diplomatic zone. This property at 4th floor has 3 beds, 4 baths which is perfect for a family. Service charge is BDT 7500. 1 car parking facility available.",http://www.rentalhomebd.com/properties/2350-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/270,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,7500,yes,yes,1,new,yes,available,furnished,,5,any,340000,,yes,
2200 sqft Unfurnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2200.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,105000.0,"This 2200 sqft unfurnished apartment is up for rent at Baridhara diplomatic zone. This property at 5th floor which also happens to be the top floor, has 3 beds, 4 baths, living space, drawing room, servant room and 2 balconies which is perfect for a family. Service charge is BDT 7000. 1 car parking facility available.",http://www.rentalhomebd.com/properties/2200-sqft-unfurnished-apartment-for-rent-at-baridhara-diplomatic-zone/272,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,7000,yes,yes,1,new,yes,available,unfurnished,,6,any,210000,yes,yes,
1800 sqft furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1800.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,78000.0,"This 1800 sqft apartment is up for rent at Uttara. It is a furnished property at 4th floor which has 3 beds, 4 baths, drawing room, dining room and other modern facilities.",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-uttara/275,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,,,,yes,1,new,yes,,furnished,,5,any,156000,,yes,
1200 sqft furnished Apartment for Rent @ Uttara, 3 bd, 2 ba,1200.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,80000.0,"This 1200 sqft apartment is up for rent at Uttara. It is a furnished property at 3rd floor which has 3 beds, 2 baths, drawing room, dining room and other modern facilities. 1 car parking space available.",http://www.rentalhomebd.com/properties/1200-sqft-furnished-apartment-for-rent-at-uttara/274,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,,6000,,,1,new,yes,available,furnished,,4,any,160000,,yes,
1500 sqft furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1500.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,85000.0,"This 1500 sqft apartment is up for rent at Uttara. It is a furnished property at 2nd floor which has 3 beds, 4 baths, drawing room, dining room and other modern facilities. 1 car parking space available.",http://www.rentalhomebd.com/properties/1500-sqft-furnished-apartment-for-rent-at-uttara/273,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,,6000,,yes,1,new,yes,available,furnished,,3,any,170000,,yes,
3000 sqft furnished Duplex Apartment for Rent @ Uttara, 3 bd, 4 ba,3000.0,"Uttara, Dhaka, Uttara, Dhaka",Duplex Home,Rent,140000.0,"This 3000 sqft duplex apartment is up for rent at Uttara. It is a furnished property which has 3 beds, 4 baths, drawing room, dining room, servant room,  2 kitchens and other modern facilities. 1 car parking space available.",http://www.rentalhomebd.com/properties/3000-sqft-furnished-duplex-apartment-for-rent-at-uttara/276,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,,8000,yes,yes,1,new,yes,available,furnished,,2,any,280000,,yes,
1660 sqft furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1660.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,82000.0,"This 1660 sqft apartment is up for rent at Uttara. It is a furnished property at 3rd floor which has 3 beds, 4 baths, drawing room, dining room and other modern facilities. 1 car parking space available.",http://www.rentalhomebd.com/properties/1660-sqft-furnished-apartment-for-rent-at-uttara/277,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,,6000,,yes,1,new,yes,available,furnished,,4,any,164000,,yes,
2450 sqft Furnished Apartments for Rent @ Uttara, 4 bd, 4 ba,2450.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,110000.0,"These 2450 sqft apartments are up for rent at Uttara. They are furnished property at 1st & 2nd floor which have 4 beds, 4 attached baths and other modern facilities. 1 car parking space available for each property.",http://www.rentalhomebd.com/properties/2450-sqft-furnished-apartment-for-rent-at-uttara/280,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,,8000,yes,,1,new,yes,available,furnished,,2,any,220000,,yes,
1650 sqft Unfurnished Apartment for Rent @ Uttara, 3 bd, 2 ba,1650.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,76000.0,"This 1650 sqft apartment is up for rent at Uttara. It is a furnished property at 10th floor which has 3 beds, 2 attached baths, 1 common bath, drawing room, dining room and other modern facilities. 1 car parking space available. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/1650-sqft-unfurnished-apartment-for-rent-at-uttara/281,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,no,7000,,,1,new,yes,available,unfurnished,,11,any,152000,,yes,
1800 sqft furnished Apartment for Rent @ Uttara, 3 bd, 3 ba,1800.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,90000.0,"This 1800 sqft apartment is up for rent at Uttara. It is a furnished property at 3rd floor which has 3 beds, 3 attached baths, 3 balconies, drawing room, dining room, servant room with bath and other modern facilities. 1 car parking space available.",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-uttara/279,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,yes,6000,yes,yes,1,new,yes,available,furnished,,4,any,180000,,yes,
3500 sqft furnished Apartment for Rent @ Uttara, 5 bd, 5 ba,3500.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,160000.0,"This huge 3500 sqft apartment is up for rent at Uttara. It is a furnished property at floor level-5 which has 5 beds, 5 baths, drawing room, dining room, servant room and bath and other modern facilities. 2 car parking space available.",http://www.rentalhomebd.com/properties/3500-sqft-furnished-apartment-for-rent-at-uttara/278,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,,15000,yes,yes,1,new,yes,available,furnished,,6,any,320000,yes,yes,
2600 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 4 ba,2600.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,90000.0,"It is an unfurnished apartment of approximately 2600 sqft which is up for rent at Banani. Located at the 1st floor, it has 3 beds, 4 baths, drawing, dining, family living, wall cabinets with other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2600-sqft-unfurnished-apartment-for-rent-at-banani/249,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,11000,yes,yes,1,new,yes,available,unfurnished,,2,any,180000,yes,yes,
2250 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba,2250.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,120000.0,"It is an unfurnished apartment of 2250 sqft which is up for rent at Banani. Located at the 4th floor, it has 3 beds, 2 attached baths, 1 common bath, servant room and bath with other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2250-sqft-unfurnished-apartment-for-rent-at-banani/247,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,13000,yes,yes,1,new,yes,available,unfurnished,,5,any,240000,,yes,
2250 sqft Semi-furnished Apartments for Rent @ Banani, 3 bd, 3 ba,2250.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,140000.0,"These are semi-furnished apartments of 2250 sqft which are up for rent at Banani. Located at the 1st & 3rd floor, these have 3 beds, 3 baths, servant room and bath with other modern living facilities as well was commodities like A/C, Refrigerator, Micro-Oven etc. for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2250-sqft-semi-furnished-apartments-for-rent-at-banani/248,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,13000,yes,yes,1,new,yes,available,semi-furnished,,2,any,280000,,yes,
2410 sqft Unfurnished Apartments for Rent @ Banani, 4 bd, 5 ba,2410.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,110000.0,"These are unfurnished apartments of approximately 2410 sqft which are up for rent at Banani. Located at the 3rd & 7th floor, these apartments have 4 beds, 5 baths, wall cabinets with other modern living facilities for a family. 2 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2410-sqft-unfurnished-apartments-for-rent-at-banani/250,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,9500,yes,yes,1,new,yes,available,unfurnished,,4,any,220000,,yes,
2200 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba,2200.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,95000.0,"It is an unfurnished apartment of 2200 sqft which is up for rent at Banani. Located at the 5th floor, which also happens to be the top floor, it has 3 beds, 3 attached baths, servant room with bath, 3 balconies with other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2200-sqft-unfurnished-apartment-for-rent-at-banani/252,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,yes,8000,yes,yes,1,new,yes,available,unfurnished,,6,any,190000,,yes,
2700 sqft Furnished Apartment for Rent @ Banani, 3 bd, 4 ba,2700.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,130000.0,"It is a furnished apartment of 2700 sqft which is up for rent at Banani. Located at the 1st floor, it has 3 beds, 4 baths, drawing, dining, living, servant room with bath and other modern living facilities and commodities for a family. 2 car parking facility provided.",http://www.rentalhomebd.com/properties/2700-sqft-furnished-apartment-for-rent-at-banani/253,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,13000,yes,yes,1,new,yes,available,furnished,,2,any,260000,yes,yes,
2600 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 4 ba,2600.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,110000.0,"It is an unfurnished apartment of approximately 2600 sqft which is up for rent at Banani. Located at the 9th floor, it has 3 beds, 4 baths with other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2600-sqft-unfurnished-apartment-for-rent-at-banani/251,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,10000,yes,yes,1,new,yes,available,unfurnished,,9,any,220000,,yes,
2300 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 4 ba,2300.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,95000.0,"It is an unfurnished apartment of approximately 2300 sqft which is up for rent at Banani. Located at the 1st floor, it has 3 beds, 4 baths, servant room with bath and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-for-rent-at-banani/254,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,8000,yes,yes,1,new,yes,available,unfurnished,,2,any,190000,,yes,
1800 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 4 ba,1800.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,80000.0,"It is an unfurnished apartment of 1800 sqft which is up for rent at Banani. Located at the 3rd floor, it has 3 beds, 4 baths and other modern living facilities for a family. 2 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/1800-sqft-unfurnished-apartment-for-rent-at-banani/256,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Banani,,,7500,yes,yes,1,new,yes,available,unfurnished,,4,any,160000,,yes,
1650 sqft Furnished Apartment for Rent @ Banani, 4 bd, 3 ba,1650.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,80000.0,"It is a furnished apartment of 1650 sqft which is up for rent at Banani. Located at the 1st floor, it has 4 beds, drawing, dining, servant room with bath, 3 balconies, and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/1650-sqft-unfurnished-apartment-for-rent-at-banani/258,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Banani,,,5000,yes,yes,1,new,yes,available,furnished,,2,any,160000,,yes,
1650 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba,1650.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,85000.0,"It is an unfurnished apartment of 1650 sqft which is up for rent at Banani. Located at the 5th floor, it has 3 beds, 4 baths, drawing, dining, servant room with bath, 3 balconies, and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/1650-sqft-unfurnished-apartment-for-rent-at-banani/257,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Banani,,,7000,yes,yes,1,new,yes,available,unfurnished,,6,any,170000,,yes,
2200 sqft Furnished Apartment with for Rent @ Banani, 3 bd, 3 ba,2200.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,115000.0,"It is a furnished apartment of 2200 sqft which is up for rent at Banani. Located at the 2nd floor, it has 3 beds, with other modern living facilities and commodities for a family. 1 car parking facility provided.",http://www.rentalhomebd.com/properties/2200-sqft-furnished-apartment-with-for-rent-at-banani/261,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,10000,,,1,new,yes,available,furnished,,3,any,230000,,yes,
2380 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba,2380.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,105000.0,"It is an unfurnished apartment of 2380 sqft which is up for rent at Banani. Located at the 10th floor, it has 3 beds, servant room with baths and other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2380-sqft-unfurnished-apartment-for-rent-at-banani/255,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,8500,yes,yes,1,new,yes,available,unfurnished,,10,any,210000,,yes,
3200 sqft Semi-furnished Apartment with for Rent @ Banani, 4 bd, 4 ba,3200.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,260000.0,"It is a semi-furnished apartment of 3200 sqft which is up for rent at Banani. Located at the 5th floor, it has 4 beds, living, drawing, dining, servant room with bath, and other modern living facilities like A/C, Geyser, wall cabinet etc. for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/3200-sqft-semi-furnished-apartment-with-for-rent-at-banani/260,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,20000,yes,yes,1,new,yes,available,semi-furnished,,6,any,520000,yes,yes,
1800 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 4 ba,1800.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,110000.0,"It is an unfurnished apartment of 1800 sqft which is up for rent at Banani. Located at the 2nd floor, it has 3 beds, 4 baths, drawing, dining, servant room with other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/1800-sqft-unfurnished-apartment-for-rent-at-banani/246,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,15000,yes,yes,1,new,yes,available,unfurnished,,3,any,220000,,yes,
4000 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,4000.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,330000.0,"This huge semi-furnished apartment of 4000 sqft is up for rent at Baridhara diplomatic zone. This property at 5th floor has 4 beds, 5 baths with modern commodities and facilities which is perfect for a family. Service charge is BDT 20000. 2 car parking facility available. If furnishing is needed, we will provide after discussion.",http://www.rentalhomebd.com/properties/4000-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/231,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,20000,yes,yes,1,new,yes,available,semi-furnished,,6,any,660000,yes,yes,
2880 sqft Semi-furnished Apartment with for Rent @ Banani, 4 bd, 4 ba,2880.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,220000.0,"It is a semi-furnished apartment of 2880 sqft which is up for rent at Banani. Located at the 1st floor, it has 4 beds, living, drawing, dining, servant room with bath, and other modern living facilities like A/C, Geyser, wall cabinet etc. for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2880-sqft-semi-furnished-apartment-with-for-rent-at-banani/259,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,20000,yes,yes,1,new,yes,available,semi-furnished,,2,any,440000,yes,yes,
