title,building_type,area,num_bed,num_bath,location,price,amenities,purpose,listing_url
1250 Sqft Used Flat Sale In Uttara, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 6000000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 3 Balcony ",Sale,https://homefairbd.com/ad/1250-Sqft-Used-Flat-Sale-In-Uttara
1050 Sqft Semi ready flat sale in Adabor, Apartment , 1050 sqft , 3 Bed(s) , 2 Bath(s) ," Adabor, Dhaka",BDT 5000000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-sale-in-adabor
Semi ready flat for sale in Mirpur @ 1412 Sqft, Apartment , 1412 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 7400000 ,"Drawing,Dining,Parking,Electricity,Water,lift, 3 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-for-sale-in-mirpur
কেরানীগঞ্জে কিস্তিতে বালুভরাট জমি @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],,https://homefairbd.com/ad/%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A7%87-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A7%81%E0%A6%AD%E0%A6%B0%E0%A6%BE%E0%A6%9F-%E0%A6%9C%E0%A6%AE%E0%A6%BF
Flat for sale in Khilgaon Tilpapara @ 750 Sqft , Apartment , 750 sqft , 2 Bed(s) , 2 Bath(s) ," Khilgoan, Dhaka",BDT 3900000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,Generator, 2 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-khilgaon-tilpapara-750-sqft
 ঢাকা সান সিটিতে ৫ কাঠার আবাসিক প্লট, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A7%AB-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE%E0%A6%B0-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
 1050 Sqft Ready Flat For Sale In South Banasree , Apartment , 1050 sqft , 3 Bed(s) , 2 Bath(s) ," Banasree, Dhaka",BDT 4200000 ,"Drawing,Dining,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/Sqft-Ready-Flat-For-Sale-In-South-Banasree
৫ কাঠার কমার্শিয়াল প্লট এভিনিউ রোড ঘেঁষে @আফতাবনগর, Land ,  katha ,,," Aftabnagar, Dhaka",BDT 75000000 ,[None],,https://homefairbd.com/ad/5-katha-commercial-plot-sale-in-aftabnagar-dhaka
Ready flat for sale near Badda link road @1250 sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 7100000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-near-badda-link-road
Ready Flat for sale in Uttara @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 8000000 ,"Drawing,Dining,Parking,Electricity,Lift,Water,generator, 3 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-uttara-1400-sqft
উত্তরা ৪৬ নং ওয়ার্ডে ২.৫ কাঠার আবাসিক প্লট, Land ,  katha ,,, Dhaka,BDT 2562500 ,[None],,https://homefairbd.com/ad/%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%BE%E0%A7%9F-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
 As a Ownership of 5 star Hotel , Apartment ,  sqft , New ,, Kuakata,BDT 300000 ,[None],,https://homefairbd.com/ad/ownership-as-a-5-star-hotel
Used flat sale in Mirpur-1 @ 900 Sqft, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur-1, Dhaka",BDT 3500000 ,"Balcony,Drawing,Dining,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-mirpur-1-900-sqft
South facing plot sell in Keraniganj @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2700000 ,[None],,https://homefairbd.com/ad/south-facing-plot-sell-in-keraniganj-5-katha
 South Facing Ready Flat Sale In South Banasree, Apartment , 1185 sqft , 3 Bed(s) , 2 Bath(s) ," Banasree, Dhaka",BDT 6200000 ,"Drawing,Dining,Parking,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/South-Facing-Ready-Flat-Sale-In-South-Banasree
Full Ready Flat Sale in Adabor @ 1443 Sqft, Apartment , 1443 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 10000000 ,"Drawing,Dining,Parking,Lift,Lift,Electricity,Water,generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/full-ready-flat-sale-in-adabor-1443-sqft
Used flat sale in kallyanpur @ 1080 Sqft, Apartment , 1080 sqft , 3 Bed(s) , 3 Bath(s) ," Kallyanpur, Dhaka",BDT 7000000 ,"Drawing,Dining,Lift,Lift,Generator,Electricity,Water,generator, 6 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-kallyanpur-1080-sqft
Ready Flat for sale in Ring road @ 2153 Sqft, Apartment , 2153 sqft , 4 Bed(s) , 4 Bath(s) ," Adabor, Dhaka",BDT 14464000 ,"Drawing,Dining,Parking,Lift,Lift,Electricity,Water,generator,parking, 4 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-ring-road-2153-sqft
নিস্কন্টক এককমালিকানার ৩ কাঠা প্লট @ কেরানীগঞ্জ, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/3.5-katha-plot-sale-in-keraniganj-dhaka
Used flat for sale in Uttara @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 8000000 ,"Drawing,Dining,Parking,Lift,Lift,Electricity,Water,generator, 3 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-uttara-1400-sqft
Full Ready Flat Sale in uttar badda @ 1547 Sqft, Apartment , 1547 sqft , 3 Bed(s) , 3 Bath(s) ," Badda, Dhaka",BDT 6300000 ,"Balcony,Drawing,Dining,Generator,Lift,Lift,Electricity,Water, 3 Balcony ",Sale,https://homefairbd.com/ad/full-ready-flat-sale-in-uttar-badda
1030 sqft ongoing flat for sale near Dhaka Cantonment, Apartment , 1030 sqft , 3 Bed(s) , 2 Bath(s) ," Cantonment, Dhaka",BDT 5135000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/1030-sqft-ongoing-flat-for-sale-near-dhaka-cantonment
" ২০,০০০/-টাকায় কাঠা প্রতি বুকিং মানিতে ৩ কাঠা প্লট @ পূর্বাচল ", Land ,  katha ,,," Purbachal, Dhaka",BDT 1950000 ,[None],,https://homefairbd.com/ad/3-kathar-plot-sale-in-purbachal-dhaka
Exclusive Ready Flat Sale in Adabor @ 1217 sqft, Apartment , 1217 sqft , 3 Bed(s) , 2 Bath(s) ," Adabor, Dhaka",BDT 8600000 ,"Drawing,Dining,Parking,Lift,Lift,Electricity,Water,generator,parking, 1 Balcony ",Sale,https://homefairbd.com/ad/exclusive-ready-flat-sale-in-adabor-1217-sqft
Flat For Sale in North Badda @ 1000 sqft, Apartment , 1000 sqft , 3 Bed(s) , 3 Bath(s) ," Badda, Dhaka",BDT 4700000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/flat-for-sale-in-north-badda-1000-sqft
Commercial plot Sale in Dhaka Golden city @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],Sale,https://homefairbd.com/ad/commercial-plot-sale-in-dhaka-golden-city
Flat Sale in Uttar badda @ 1156 Sqft, Apartment , 1156 sqft , 3 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 4800000 ,"Balcony,Drawing,Dining,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/flat-sale-in-uttar-badda-1156-sqft
HPPL sheikh sikdar Tower, Apartment , 1564 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 7507200 ,"Lift,Generator,Dining,Balcony, 3 Balcony ",sale,https://homefairbd.com/ad/HPPL-sheikh-sikdar-Tower
Ready Flat for sale in Dia bari Uttara @ 1150 Sqft , Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 7300000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,generator, 3 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-dia-bari-uttara
1300 Sqft Semi ready flat sale in Ashkona, Apartment , 1300 sqft , 3 Bed(s) , 3 Bath(s) ," Ashkona, Dhaka",BDT 6400000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/1300-sqft-semi-ready-flat-sale-in-ashkona
1230 Sqft ready flat for sale in Iqbal road, Apartment , 1230 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 14500000 ,"Balcony,Drawing,Dining,Parking,Electricity,lift,Water,Generator, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-iqbal-road
নবধারা স্যাটেলাইট সিটিতে ৩ কাঠার আবাসিক প্লট, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2700000 ,[None],,https://homefairbd.com/ad/%E0%A6%A8%E0%A6%AC%E0%A6%A7%E0%A6%BE%E0%A6%B0%E0%A6%BE-%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%9F-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
1150 Sqft Flat For sale in South Banasree , Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 6200000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/1150-sqft-flat-for-sale-in-south-banasree
1010 sqft ready flat for sale in Goran, Apartment , 1010  sqft , 3 Bed(s) , 2 Bath(s) , Dhaka,BDT 4800000 ,"Drawing,Dining,Parking,Electricity,Water,lift, 1 Balcony ",sale,https://homefairbd.com/ad/1010-sqft-ready-flat-for-sale-in-goran
৬ বছরের কিস্তিতে ৩ কাঠা প্লট @ কেরানীগঞ্জ, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1620000 ,[None],,https://homefairbd.com/ad/3-katha-plot-for-sale-in-keraniganj-dhaka-with-6-years-of-installment
ঢাকার কেরানীগঞ্জে এককালীন ও কিস্তিতে প্লট @ ২.৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1225000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A7%87-%E0%A6%8F%E0%A6%95%E0%A6%95%E0%A6%BE%E0%A6%B2%E0%A7%80%E0%A6%A8-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A7%A8-%E0%A7%AB-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE
Flat for sale in Banasree @1200 sqft , Apartment , 1200 sqft , 3 Bed(s) , 2 Bath(s) ," Banasree, Dhaka",BDT 7000000 ,"Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-banasree-1200-sqft
1210 Sqft Ready Flat for Sale In Mogbazar, Apartment , 1210 sqft , 3 Bed(s) , 3 Bath(s) ," Mogbazar, Dhaka",BDT 6500000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/1210-Sqft-Ready-Flat-Sale-In-Modhubag
 ঢাকা মাওয়া হাইওয়ে ঘেঁষে ৫ কাঠা কমার্শিয়াল প্লট , Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%AE%E0%A6%BE%E0%A6%93%E0%A7%9F%E0%A6%BE-%E0%A6%B9%E0%A6%BE%E0%A6%87%E0%A6%93%E0%A7%9F%E0%A7%87-%E0%A6%98%E0%A7%87%E0%A6%81%E0%A6%B7%E0%A7%87-%E0%A7%AB-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE-%E0%A6%95%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B6%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Ready Flat Sale In Adabor @ 1563 Sqft, Apartment , 1563 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 10800000 ,"Drawing,Dining,Parking,Lift,Lift,Electricity,Water,generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/ready-flat-sale-in-adabor-1563-Sqft
Ready flat sale in Adabor @ 1220 sqft, Apartment , 1220 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6300000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/Ready-flat-sale-in-Adabor-1220-sqft
Flat For Sale in Uttar badda @ 1156 Sqft, Apartment , 1156 sqft , 3 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 4800000 ,"Balcony,Drawing,Dining,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/flat-for-sale-in-uttar-badda-1156-Sqft
1028 Ready Flat Sale In Uttara, Apartment , 1028 sqft , 3 Bed(s) , 2 Bath(s) , Dhaka,BDT 3803600 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/1028-Ready-Flat-Sale-In-Uttara-1
"1600 sqft ready flat sale in Mirpur, Polasnagor", Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur-11, Dhaka",BDT 7500000 ,"Drawing,Dining,Parking,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/1600-sqft-ready-flat-sale-in-Mirpur-Polasnagor
Ready flat for sale Badda link road @1250 sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Badda, Dhaka",BDT 7125000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-badda-link-road
Ready Flat For Sale in Zigatola @ 1043 sqft, Apartment , 1043 sqft , 3 Bed(s) , 2 Bath(s) ," Dhanmondi, Dhaka",BDT 7600000 ,"Balcony,Drawing,Dining,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/ready-flat-for-sale-in-zigatola-1043-sqft
Ready Flat in Dhaka @ 1300 Sqft, Apartment , 1300 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6200000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",,https://homefairbd.com/ad/ready-flat-in-dhaka-1300-Sqft
1420 Sqft Flat Sale near Sylhet Osmani Medical college, Apartment , 1420 sqft , 3 Bed(s) , 3 Bath(s) , Sylhet,BDT 5254000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,Generator,generator, 4 Balcony ",Sale,https://homefairbd.com/ad/1420-sqft-flat-sale-near-sylhet-osmani-medical-college
 বিশেষ মূল্য ছাড়ে ৫ কাঠা প্লট  বিক্রয় @কেরানীগঞ্জ, Land ,  katha ,,, Dhaka,BDT 2000000 ,[None],,https://homefairbd.com/ad/%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%87%E0%A6%B7-%E0%A6%AE%E0%A7%82%E0%A6%B2%E0%A7%8D%E0%A6%AF-%E0%A6%9B%E0%A6%BE%E0%A7%9C%E0%A7%87-%E0%A6%AA%E0%A6%BE%E0%A6%81%E0%A6%9A-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A7%9F
মধু সিটিতে ৫ কাঠার আবাসিক প্লট, Land ,  katha ,,," Keranigonj, Dhaka",BDT 11000000 ,[None],,https://homefairbd.com/ad/%E0%A6%AE%E0%A6%A7%E0%A7%81-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A6%BE%E0%A6%81%E0%A6%9A-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE%E0%A6%B0-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
আকর্ষনীয় মূল্যে ৩ কাঠার রেডি প্লট , Land ,  katha ,,," Keranigonj, Dhaka",BDT 6300000 ,[None],,https://homefairbd.com/ad/%E0%A6%86%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%B7%E0%A6%A8%E0%A7%80%E0%A6%AF%E0%A6%BC-%E0%A6%AE%E0%A7%82%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A7%A9-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE%E0%A6%B0-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Flat sale in bashundhara f block @ 1500 Sqft, Apartment , 1500 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 9700000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/flat-sale-in-bashundhara-f-block
জমি :-  দেড় গন্ডা (বর্গ কার ), Land ,  katha ,,, Chittagong,BDT 10000001 ,[None],,https://homefairbd.com/ad/%E0%A6%9C%E0%A6%AE%E0%A6%BF-:---%E0%A6%A6%E0%A7%87%E0%A6%A1%E0%A6%BC-%E0%A6%97%E0%A6%A8%E0%A7%8D%E0%A6%A1%E0%A6%BE--%E0%A6%AC%E0%A6%B0%E0%A7%8D%E0%A6%97-%E0%A6%95%E0%A6%BE%E0%A6%B0--
"৪.২৫ শতক জমি বিক্রয় - উলন মৌজা, পশ্চিম রামপুরা, ঢাকা", Land ,  sothok ,,, Dhaka,BDT 40375000 ,[None],,https://homefairbd.com/ad/%E0%A7%AA-%E0%A7%A8%E0%A7%AB-%E0%A6%B6%E0%A6%A4%E0%A6%95-%E0%A6%9C%E0%A6%AE%E0%A6%BF-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A7%9F---%E0%A6%89%E0%A6%B2%E0%A6%A8-%E0%A6%AE%E0%A7%8C%E0%A6%9C%E0%A6%BE--%E0%A6%AA%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%AE-%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A6%AA%E0%A7%81%E0%A6%B0%E0%A6%BE--%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE
"৩,৪,৫ কাঠার আবাসিক প্লট  @ কেরানীগঞ্জ", Land ,  katha ,,," Keranigonj, Dhaka",BDT 4000000 ,[None],,https://homefairbd.com/ad/%E0%A7%A9-%E0%A7%AA-%E0%A7%AB-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE%E0%A6%B0-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C
Plot for sale in Hasan homes developers ltd @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1620000 ,[None],sale,https://homefairbd.com/ad/plot-for-sale-in-hasan-homes-developers-ltd
Flat For sale in Uttara @ 1550 sqft, Apartment , 1550 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 7000000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 3 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-uttara-1550-sqft
1352 Sqft Ready Flat Sale In Mirpur, Apartment , 1352 sqft , 3 Bed(s) , 3 Bath(s) ," Pallabi, Dhaka",BDT 8923200 ,"Drawing,Dining,Parking,Parking,Lift,Lift,Generator,Electricity,Water,generator, 4 Balcony ",Sale,https://homefairbd.com/ad/1352-Sqft-Ready-Flat-Sale-In-Mirpur
Used flat for sale in Adabor @ 1480 Sqft, Apartment , 1480 sqft , 3 Bed(s) , 4 Bath(s) ," Adabor, Dhaka",BDT 9600000 ,"Drawing,Dining,Parking,Electricity,Lift,Water,Generator, 4 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-adabor-1480-sqft
1300 Sqft Ready Flat Sale In Mohammadpur, Apartment , 1300 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 8500000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/1300-Sqft-Ready-Flat-Sale-In-Mohammadpur
Plot in dhaka golden city with attractive price @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],sale,https://homefairbd.com/ad/plot-in-dhaka-golden-city-with-attractive-price-5-katha
1300 Sqft Semi- Ready Flat Sale In Mirpur 11, Apartment , 1300 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur-11, Dhaka",BDT 5980000 ,"Drawing,Dining,Parking,Parking,Lift,Lift,Generator,Electricity,Water,generator, 3 Balcony ",Sale,https://homefairbd.com/ad/1300-Sqft-Semi-Ready-Flat-Sale-In-Mirpur-11
Semi Ready Flat For Sell in Banasree @1177 Sqft, Apartment , 1177 sqft , 3 Bed(s) , 2 Bath(s) ," Banasree, Dhaka",BDT 5000000 ,"Drawing,Dining,Electricity,Water, 2 Balcony ",,https://homefairbd.com/ad/semi-ready-flat-for-sell-in-banasree
800 Sqft Used flat for sale in Islampur , Apartment , 800 sqft , 2 Bed(s) , 2 Bath(s) , Dhaka,BDT 3600000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 1 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-islampur
মধু সিটিতে বিশেষ অফারে ৫ কাঠার দক্ষিনমুখী কর্নার প্লট, Land ,  katha ,,," Keranigonj, Dhaka",BDT 10500000 ,[None],,https://homefairbd.com/ad/%E0%A6%AE%E0%A6%A7%E0%A7%81-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%87%E0%A6%B7-%E0%A6%85%E0%A6%AB%E0%A6%BE%E0%A6%B0%E0%A7%87-%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A8%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%80-%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%A8%E0%A6%BE%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
ঢাকা-মাওয়া হাইওয়ে ঘেঁষে ৩ কাঠার আবাসিক প্লট, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1200000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%AE%E0%A6%BE%E0%A6%93%E0%A7%9F%E0%A6%BE-%E0%A6%B9%E0%A6%BE%E0%A6%87%E0%A6%93%E0%A7%9F%E0%A7%87%E0%A6%B0-%E0%A6%98%E0%A7%87%E0%A6%81%E0%A6%B7%E0%A7%87-%E0%A7%A9-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE%E0%A6%B0-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Ready Flat for sale in Shewrapara @ 1200 Sqft, Apartment , 1200 sqft , 3 Bed(s) , 2 Bath(s) ," Shewrapara, Dhaka",BDT 6200000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-shewrapara-1200-sqft
Ready Flat For sale in Nirala Khulna @ 1500 Sqft , Apartment , 1500 sqft , 3 Bed(s) , 3 Bath(s) , Khulna,BDT 6000000 ,"Drawing,Dining,Parking,Electricity,Lift,Water,Generator, 3 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-nirala-khulna
