title,building_type,area,num_bed,num_bath,location,price,amenities,purpose,listing_url
Property Sale in Banasree M Block @ 1735 Sqft, Apartment , 1735 sqft , 4 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 9600000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/property-sale-in-banasree-m-block
Used flat in West Dhanmondi Jafrabad @ 1240 Sqft, Apartment , 1240 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 8500000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/used-flat-in-west-dhanmondi-jafrabad-1240-sqft
2550 sqft south facing flat in Banani, Apartment , 2550 sqft , 3 Bed(s) , 4 Bath(s) ," Banani, Dhaka",BDT 33150000 ,"['Drawing', 'Dining', 'Electricity', 'Water', 'generator', 'lift', 'generator', 'Parking', None]",,https://homefairbd.com/ad/2550sqft-south-facing-flat-in-banani
Plot sale in Ashulia, Land ,  katha ,,," Ashulia, Dhaka",BDT 7000000 ,[None],sale,https://homefairbd.com/ad/plot-sale-in-Ashulia
1450 Sqft Used flat for sale in Rayer Bazar, Apartment , 1450 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 8900000 ,"Drawing,Dining,Electricity,Water,Lift,Parking,Generator, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-rayer-bazar
840 sqft Commercial space in Green Road, Apartment , 840 sqft , 5th Floor , Used , Dhaka,BDT 8400000 ,"['Electricity', 'Water', 'lift', 'Generator', None]",,https://homefairbd.com/ad/840sqft-commercial-space-in-green-road
680 Sqft Commercial Space in Naya Paltan, Apartment , 680 sqft , 1 Bed(s) , 1 Bath(s) ," Naya Paltan, Dhaka",BDT 6868000 ,"['Electricity', 'Water', 'lift', 'Generator', None]",,https://homefairbd.com/ad/commercial-space-in-naya-paltan-680-sqft
Used Apartment Sale in khilgaon near tilpapara @ 1050 Sqft, Apartment , 1050 sqft , 3 Bed(s) , 2 Bath(s) ," Khilgoan, Dhaka",BDT 7700000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-khilgaon-near-tilpapara
Apartment Sale in Namapara Khilkhet @ 3300 Sqft, Apartment , 3300 sqft , 7 Bed(s) , 6 Bath(s) ," Khilkhet, Dhaka",BDT 12735000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 4 Balcony ",Sale,https://homefairbd.com/ad/apartment-sale-in-namapara-khilkhet-3300-sqft
Semi Ready apartment in Banasree G Block @ 1813 Sqft, Apartment , 1813 sqft , 4 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 10900000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-apartment-in-banasree-g-block
Used Apartment Sale in Shyamoli @ 1700 Sqft, Apartment , 1700 sqft , 3 Bed(s) , 3 Bath(s) ," Shyamoli, Dhaka",BDT 15000000 ,"Drawing,Dining,Electricity,Lift,Water,Generator,Parking, 1 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-shyamoli
Property Sale in Rampura Banasree M Block @ 1702 Sqft, Apartment , 1702 sqft , 4 Bed(s) , 3 Bath(s) ," Rampura, Dhaka",BDT 9600000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/property-sale-in-rampura-banasree-m-block
Used Apartment Sale in Mirpur DOHS @ 1170 Sqft, Apartment , 1170 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur DOHS, Dhaka",BDT 9200000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-mirpur-dohs
Semi Ready Flat in Mohammadpur Adabor @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 7800000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-flat-in-mohammadpur-adabor
Ready flat for sale in Banasree Meradia @ 1229 Sqft, Apartment , 1229 sqft , 3 Bed(s) , 2 Bath(s) ," Khilgoan, Dhaka",BDT 6400000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-banasree-meradia
Resedential Apartment Sale in Adabor @ 1050 Sqft, Apartment , 1050 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6600000 ,"Drawing,Dining,Electricity,Water,Parking,Lift,Generator, 2 Balcony ",Sale,https://homefairbd.com/ad/resedential-apartment-sale-in-adabor
Used apartment sell in Adabor @ 1383 Sqft, Apartment , 1383 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 8300000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 2 Balcony ",,https://homefairbd.com/ad/used-apartment-sell-in-adabor-1383-sqft
Ready Flat in Meradia Khilgoan @ 1212 Sqft, Apartment , 1212 sqft , 3 Bed(s) , 2 Bath(s) ," Khilgoan, Dhaka",BDT 6300000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/ready-flat-in-meradia-khilgoan
Ready Apartment in Rampura Banasree F Block @ 900 Sqft, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Rampura, Dhaka",BDT 5300000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",,https://homefairbd.com/ad/ready-apartment-in-rampura-banasree-f-block
Ready Apartment in Adabor @ 962 Sqft, Apartment , 962 sqft , 2 Bed(s) , 2 Bath(s) ," Adabor, Dhaka",BDT 5700000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/ready-apartment-in-adabor-962-sqft
Ready Apartment Sale in Katasur @ 1305 Sqft, Apartment , 1305 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 9000000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",Sale,https://homefairbd.com/ad/ready-apartment-sale-in-katasur-1305-sqft
Used Property Sale in South Banasree near Falguni Check, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 6900000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/used-property-sale-in-south-banasree-near-falguni-check
Ready flat in Khilkhet Namapara @ 3300 Sqft, Apartment , 3300 sqft , 5 Bed(s) , 5 Bath(s) ," Khilkhet, Dhaka",BDT 12700000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 4 Balcony ",,https://homefairbd.com/ad/ready-flat-in-khilkhet-namapara-3300-sqft
ঢাকা গোল্ডেন সিটিতে দক্ষিণমুখী প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%97%E0%A7%8B%E0%A6%B2%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%80-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
ফার্নিচার সমৃদ্ধ ৪৭০০ বর্গফুটের সম্পূর্ণ রেডি অফিস, Apartment , 4700 sqft , 16 Bed(s) , 09 Bath(s) , Dhaka,BDT 75000000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%AB%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A8%E0%A6%BF%E0%A6%9A%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A7%83%E0%A6%A6%E0%A7%8D%E0%A6%A7-%E0%A7%AA%E0%A7%AD%E0%A7%A6%E0%A7%A6-%E0%A6%AC%E0%A6%B0%E0%A7%8D%E0%A6%97%E0%A6%AB%E0%A7%81%E0%A6%9F%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A3-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%85%E0%A6%AB%E0%A6%BF%E0%A6%B8
South Facing land sale in Dhaka Sun City  @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],sale,https://homefairbd.com/ad/south-facing-land-sale-in-dhaka-sun-city
Resedential Apartment in Rampura Banasree E Block , Apartment , 1425 sqft , 3 Bed(s) , 3 Bath(s) ," Rampura, Dhaka",BDT 8200000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/resedential-apartment-in-rampura-banasree-e-block
1560 Sqft Semi Ready Flat in Aftabnagar C Block , Apartment , 1560 sqft , 3 Bed(s) , 3 Bath(s) ," Aftabnagar, Dhaka",BDT 11300000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/1560-Sqft-semi-ready-flat-in-aftabnagar-c-block
Used Apartment for sale in Dakkhin khan @ 998 Sqft, Apartment , 998 sqft , 2 Bed(s) , 2 Bath(s) ," Dakkhin Khan, Dhaka",BDT 4000000 ,"Drawing,Dining,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/used-apartment-for-sale-in-dakkhin-khan
1720 Sqft Ready Flat for sale in Uttara, Apartment , 1720 sqft , 3 Bed(s) , 4 Bath(s) ," Uttara, Dhaka",BDT 9200000 ,"Drawing,Dining,Electricity,Parking,Lift,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-uttara
Flat Sale in Rampura Banasree E Block @ 1290 Sqft, Apartment , 1290 sqft , 3 Bed(s) , 3 Bath(s) ," Rampura, Dhaka",BDT 7400000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/flat-sale-in-rampura-banasree-e-block
Flat in Rampura Banasree M Block @ 1702 Sqft, Apartment , 1702 sqft , 4 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 9600000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/flat-in-rampura-banasree-m-block
Ready flat in Mohammadpur Asad Gate @ 1844 Sqft, Apartment , 1844 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 18700000 ,"Drawing,Dining,Electricity,Water,Generator,Lift, 2 Balcony ",,https://homefairbd.com/ad/ready-flat-in-mohammadpur-asad-gate
Used flat sale in khilgaon near city corporation @ 1800 Sqft, Apartment , 1800 sqft , 4 Bed(s) , 4 Bath(s) ," Khilgoan, Dhaka",BDT 13200000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 4 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-khilgaon-near-city-corporation
ঢাকা সান সিটিতে কিস্তিতে সহজ কিস্তিতে প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%B8%E0%A6%B9%E0%A6%9C-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
1100sqft Flat in Tejgaon near Prime Minister's Office, Apartment , 1100 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,, 2 Balcony ,,https://homefairbd.com/ad/1100sqft-Flat-in-Tejgaon-near-Prime-Minister%27s-Office
"Ready flat sale in Azampur, Uttara @ 1050 Sqft", Apartment , 1050 sqft , 3 Bed(s) , 2 Bath(s) ," Uttara, Dhaka",BDT 4600000 ,"Drawing,Dining,Electricity,Water,generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-sale-in-azampur-uttara-1050-sqft
Apartment for sale in Rampura Banasree @ 1425 Sqft, Apartment , 1425 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 8200000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/apartment-for-sale-in-rampura-banasree
Used flat sale in Niketon, Apartment , 1566 sqft , 3 Bed(s) , 4 Bath(s) , Dhaka,BDT 12500000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,generator, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-niketon
Residential Apartment in Rampura Banasree @ 900 Sqft, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Rampura, Dhaka",BDT 5300000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",,https://homefairbd.com/ad/residential-apartment-in-rampura-banasree
Flat for sale in Dhanmondi 27 @ 2390 sqft , Apartment , 2390 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 31000000 ,"Drawing,Dining,Electricity,Water,Parking,Lift,generator, 3 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-dhanmondi-27
Used Apartment Sale in Middle Badda @ 1144 Sqft, Apartment , 1144 sqft , 3 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 7000000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-middle-badda
Ready Apartment in Adabor @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 8800000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",,https://homefairbd.com/ad/ready-apartment-in-adabor-1400-sqft
ঢাকা সান সিটিতে কিস্তিতে দক্ষিণমুখী প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%80-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Ready flat in Katasur near Mohammadpur Bus Stand , Apartment , 1305 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 9000000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",,https://homefairbd.com/ad/ready-flat-in-katasur-near-mohammadpur-bus-stand
1950 Sqft Flat for sell at Halishahar i-Block, Apartment , 1950 sqft , 3 Bed(s) , 3 Bath(s) , Chittagong,BDT 7250000 , 3 Balcony ,,https://homefairbd.com/ad/2250-Sqft-Flat-for-sell-at-Halishahar-i-Block
800 sqft ready flat in Lalbag, Apartment , 800 sqft , 3 Bed(s) , 2 Bath(s) ," Lalbag, Dhaka",BDT 4400000 ,"['Drawing', 'Dining', 'Electricity', 'Lift', 'Water', 'generator', 'Parking', None]",,https://homefairbd.com/ad/800sqft-ready-flat-in-lalbag
1229 Sqft Ready Flat in Noyapara Meradia, Apartment , 1229 sqft , 3 Bed(s) , 2 Bath(s) ," Khilgoan, Dhaka",BDT 6400000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/ready-flat-in-noyapara-meradia
Resedential Apartment Sale in Banani F Block @ 1720 Sqft, Apartment , 1720 sqft , 3 Bed(s) , 3 Bath(s) ," Banani, Dhaka",BDT 20000000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/resedential-apartment-sale-in-banani-f-block
Flat for sale in khilkhet, Apartment , 1255 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 6275000 ,"Drawing,Dining,Parking,Electricity,Water,lift,Generator,Parking,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-khilkhet-1255sqft
1250 Sqft Used Flat in Kalabagan lake circle road, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Kalabagan, Dhaka",BDT 10800000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/used-flat-in-kalabagan-lake-circle-road
1600 sqft Luxurious  Apartment in Aftabnagar, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Aftabnagar, Dhaka",,"['Parking', 'Parking', 'Drawing', 'Dining', 'Lift', 'lift', 'Generator', 'Water', None]",,https://homefairbd.com/ad/1600-sqft-luxurious-apartment-in-aftabnagar
Used Flat sale in Dhanmondi near Star kabab @ 1600 Sqft, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 16200000 ,"Drawing,Dining,Electricity,Water,Parking,Lift,generator, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-dhanmondi-near-star-kabab
Resedential plot in Mawa Road @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/resedential-plot-in-mawa-road-3-katha
ফ্ল্যাটের ল্যান্ড শেয়ার (১১৫০ Sqf), Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 2817500 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F%E0%A7%87%E0%A6%B0-%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1-%E0%A6%B6%E0%A7%87%E0%A7%9F%E0%A6%BE%E0%A6%B0--%E0%A7%A7%E0%A7%A7%E0%A7%AB%E0%A7%A6-Sqf-
1350 sqft ready Apartment sale in Karwan Bazar, Apartment , 1350 sqft , 3 Bed(s) , 3 Bath(s) ," Karwan Bazar, Dhaka",BDT 4800000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/1350sqft-ready-apartment-sale-in-karwan-bazar
Ready Apartment in Baigertek Cantonment @ 1855 Sqft, Apartment , 1855 sqft , 3 Bed(s) , 3 Bath(s) ," Cantonment, Dhaka",BDT 6700000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",,https://homefairbd.com/ad/ready-apartment-in-baigertek-cantonment
Used flat sale in Nazira Bazar, Apartment , 850 sqft , 2 Bed(s) , 2 Bath(s) , Dhaka,BDT 4500000 ,"Drawing,Dining,Electricity,Water, 1 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-nazira-bazar-bangshal
Ready flat in Demra, Apartment , 1300 sqft , 3 Bed(s) , 2 Bath(s) , Dhaka,BDT 2600000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/ready-flat-sale-in-demra
1550 sft Flat with Interior Decoration at Chandgaon R/A, Apartment , 1550 sqft , 3 Bed(s) , 3 Bath(s) , Chittagong,BDT 90 ,"parking,Drawing, 3 Balcony ",,https://homefairbd.com/ad/1550-sft-Flat-with-Interior-Decoration-at-Chandgaon-R-A
Used Apartment Sale in Shyamoli Housing @ 1550 Sqft, Apartment , 1550 sqft , 3 Bed(s) , 3 Bath(s) ," Shyamoli, Dhaka",BDT 8300000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-shyamoli-housing
Ready Apartment Sale in Banasree F Block @ 900 Sqft, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Banasree, Dhaka",BDT 5600000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/ready-apartment-sale-in-banasree-f-block
Ready flat in Rampura Banasree F Block @ 900 Sqft, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Rampura, Dhaka",BDT 5600000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",,https://homefairbd.com/ad/ready-flat-in-rampura-banasree-f-block
Apartment sell in Mohammadpur Adabor @ 1374 Sqft, Apartment , 1374 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 8800000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/apartment-sell-in-mohammadpur-adabor
Ready flat in Namapara Khilkhet @ 3300 Sqft, Apartment , 3300 sqft , 7 Bed(s) , 6 Bath(s) ," Khilkhet, Dhaka",BDT 12210000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 4 Balcony ",,https://homefairbd.com/ad/ready-flat-in-namapara-khilkhet
 মাওয়া মেইন রোডের সাথে নিস্কন্টক জমি @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/%E0%A6%AE%E0%A6%BE%E0%A6%93%E0%A7%9F%E0%A6%BE-%E0%A6%AE%E0%A7%87%E0%A6%87%E0%A6%A8-%E0%A6%B0%E0%A7%8B%E0%A6%A1%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%A5%E0%A7%87-%E0%A6%A8%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%95-%E0%A6%9C%E0%A6%AE%E0%A6%BF
Resedential Apartment in Dia bari Uttara @ 1150 Sqft, Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 7300000 ,"Drawing,Dining,Electricity,Water,Lift,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/resedential-apartment-in-dia-bari-uttara
Commercial plot in Dhaka Sun city @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],,https://homefairbd.com/ad/commercial-plot-in-dhaka-sun-city-5-katha
Used Property Sale in Priyanka Housing @ 900 Sqft, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur-1, Dhaka",BDT 3600000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/used-property-sale-in-priyanka-housing
South Facing apartment in South Banasree @ 685 Sqft, Apartment , 685 sqft , 2 Bed(s) , 2 Bath(s) ," Banasree, Dhaka",BDT 2800000 ,"Drawing,Dining,Electricity,Water, 1 Balcony ",,https://homefairbd.com/ad/south-facing-apartment-in-south-banasree
ঢাকা গোল্ডেন সিটিতে কিস্তিতে আবাসিক জমি @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%97%E0%A7%8B%E0%A6%B2%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%9C%E0%A6%AE%E0%A6%BF
Ready flat for sale in Khilgaon Taltola @1702 sqft, Apartment , 1702 sqft , 4 Bed(s) , 4 Bath(s) , Dhaka,BDT 11500000 ,"Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 4 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-Khilgaon-taltola
Fully Furnished Flat For Sale , Apartment , 1131 sqft , 3 Bed(s) , 2 Bath(s) , Dhaka,BDT 5800000 ,"Drawing,Dining,Balcony, 2 Balcony ",Sale,https://homefairbd.com/ad/Fully-Furnished-Flat-For-Sale-
South facing Apartment in Aftabnagar D Block @ 1408 Sqft, Apartment , 1408 sqft , 3 Bed(s) , 3 Bath(s) ," Aftabnagar, Dhaka",BDT 9500000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/south-facing-apartment-in-aftabnagar-d-block
ঢাকা গোল্ডেন সিটিতে কিস্তিতে কমার্শিয়াল প্লট  @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 3450000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%97%E0%A7%8B%E0%A6%B2%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B6%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
1530 sqft Luxurious Apartment in Green Road, Apartment , 1530 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 12200000 ,"['Drawing', 'Dining', 'Electricity', 'Lift', 'Water', 'generator', None]",,https://homefairbd.com/ad/1530-sqft-Lluxurious-apartment-in-green-road
Used Apartment Sale in Badda Link Road @ 1000 Sqft , Apartment , 1000 sqft , 2 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 7200000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 3 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-badda-link-road
 Residential apartment sale in Nirala Khulna @ 1535 Sqft , Apartment , 1535 sqft , 3 Bed(s) , 3 Bath(s) , Khulna,BDT 6140000 ,"Drawing,Dining,Parking,Electricity,Lift,Water,Generator, 3 Balcony ",sale,https://homefairbd.com/ad/residential-apartment-sale-in-nirala-khulna
Commercial plot sale in Dhaka Sun city  @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],sale,https://homefairbd.com/ad/commercial-plot-sale-in-dhaka-sun-city
