address,num_bath_rooms,num_bed_rooms,property_overview,price,purpose,property_url,area,property_description,building_type,cctv-security-amenity,parking-spaces-amenity,electricity-backup-amenity,balcony-or-terrace-amenity,maintenance-staff-amenity,swimming-pool-amenity,furnished-amenity,building_nature,city,locality
Gulshan Dhaka,0.0,3.0,"Apartment Rent Gulshan-2
it is for residential apartment 
only family residential and very luxury apartment",200000.0,Rent,https://sharif.com.bd/dhaka/10118/house-rent-gulshan,3200,Apartment Rent Gulshan-2,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"Non Furnished Apartment rent Gulshan
it is for foreigner family only",70000.0,Rent,https://sharif.com.bd/dhaka/10120/home-rental-agent-gulshan-dhaka,1900,Rental Home Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Banani Dhaka,0.0,0.0,"Office rent Banani Dhaka
for foreign company",100.0,Rent,https://sharif.com.bd/dhaka/10117/office-rent-banani-dhaka,2500,Office rent banani dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"Commercial Property Rent in Gulshan 
it is commercial building but silent area from Gulshan circle 
open space for office only",100.0,Rent,https://sharif.com.bd/dhaka/10116/property-rent-in-dhaka,3000,Property Rent in Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,3.0,"Furnished Apartment for rent Gulshan-1
3 Bed drawing dining family living",70000.0,Rent,https://sharif.com.bd/dhaka/10114/apartments-for-rent-in-dhaka,1900,Apartment For Rent in Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Banani Dhaka,0.0,0.0,"Office rent in Dhaka for commercial purpose 
the building is in Bannai main road base 
for better business",80.0,Rent,https://sharif.com.bd/dhaka/10115/office-rent-in-dhaka,2500,Office Rent in Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"Furnished office Rent at Gulshan-1
very prime location of Gulshan-1
independent owner of the space 
very cheap price with rental conditions for making business",85.0,Rent,https://sharif.com.bd/dhaka/10113/office-rent-in-gulshan,8000,Furnished office Rent Gulshan-1,Office,,2.0,Yes,,,,Yes,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"It is very prime area for office at Banani 
minimum budget for your office 
you may build your business very cheap rate",150000.0,Rent,https://sharif.com.bd/dhaka/10111/office-rent-banani,2300,Office Rent banani,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Baridhara Diplomatic Zone,0.0,3.0,"Luxury apartment rent Baridhara
for foreigner family only 
it is 3 bed and drawing and dining 
family living",350000.0,Rent,https://sharif.com.bd/dhaka/10110/apartment-rent-baridhara-dhaka,3600,Apartment Rent Baridhara Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,"It is Gulshan-1 circle and prime place of Gulshan-1
high-rise office building for business 
per floor 8000 sqf and one floor fully decorated and another floor open space 
you may build business instantly",85.0,Rent,https://sharif.com.bd/dhaka/10112/office-rent-in-gulshan,16000,Office Rent Gulshan Dhaka,Office,,4.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"Independent House for rent at Banani
it is near lake of Banani
usable for office",400000.0,Rent,https://sharif.com.bd/dhaka/10109/independent-house-for-rent-banani,4000,Independent House Rent Banani for Office,Duplex,,2.0,Yes,,,,No,Residential,Dhaka,
Shewrapara Mirpur,0.0,0.0,Full Furnished Office for Share at Shewrapara,20000.0,Rent,https://sharif.com.bd/dhaka/10106/office-sublet-at-shewrapara,650,Office Sublet/ Share at Shewrapara,Office,,1.0,,,,,Yes,Commercial,Dhaka,
Gulshan Dhaka,0.0,3.0,"Furnished apartment for rent Gulshan North
it is 3 bed and drawing and dining 
family living is mostly preferably for exclusively friendly environment 
you may take a chance for your family",140000.0,Rent,https://sharif.com.bd/dhaka/10108/furnished-apartment-rent-north-gulshan,2000,furnished apartment rent north Gulshan,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"Non furnished apartment rent at Gulshan-2
for foreigner family only 
it is 3 bed drawing and dining",120000.0,Rent,https://sharif.com.bd/dhaka/10107/apartment-rent-in-gulshan-north,2500,Non Furnished Apartment Rent North Gulshan,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Progoti Sarani,0.0,0.0,"Furnished office rent Progoti Sarani

1. Location at Progoti Sharani (Shahjadpur). Size 2000 sft (Gross). 4th floor (lift available)

2. West facing Single-unit floor, Brac Bank Ltd. in same building and near Suvastu Nazar Valley 

3. Equipped with 5 cassette type built-in ACs, 1 split AC and 1 window AC

4. Ample number of windows covered with soundproof glasses and imported roller blinds

5. Built-in facilities include wall cabinets, executive cubicles/work stations, water purifier, digital access control device, etc.

6. Modern interior with wallpapers and contemporary false ceilings with adequate LED lights.

7. Full-capacity generator backup (from 9 AM to 6 PM)

8. Rent 50,000 per month (FIXED). Service charge 10,000 to 15,000 per month (Variable)
9. Security deposit (subject to negotiation)",50000.0,Rent,https://sharif.com.bd/dhaka/10105/office-rent-progoti-sarani-badda,2000,Office Rent Progoti Sarani Badda,Office,,1.0,Yes,,,,Yes,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"It is very exclusive for office space at Banani Road-11
reputed real estate developer ANZ properties building 
7th floor of the building and floor size 3500 including common space 
for office use only in Banani 100% commercial building",120.0,Rent,https://sharif.com.bd/dhaka/10101/banani-office-rent,3500,Banani Office Rent,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,5.0,"Duplex Apartment Rent Gulshan-2
5 Bed room and drawing with dining kitchen
family living for foreign client only",150000.0,Rent,https://sharif.com.bd/dhaka/10104/duplex-apartment-rent-in-gulshan,2700,Duplex Apartment Rent in Gulshan-2,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,3.0,"Residential apartment north Banani
3 bed drawing and dining
it is for foreigner only",80000.0,Rent,https://sharif.com.bd/dhaka/10103/apartment-for-rent-banani,1800,Apartment Rent in Banani North,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,3.0,"Apartment for rent Banani North 
it is for residential only 
3 bed and drawing and dining",80000.0,Rent,https://sharif.com.bd/dhaka/10102/apartment-for-rent-banani-dhaka,1800,Apartment Rent Banani North,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"High secured area gulshan and we are offering the apartment is for foreigner only 
it is 3 bed apartment and 2 parking 
posh type apartment and upper floor 7th floor 
nice out view from apartment",150000.0,Rent,https://sharif.com.bd/dhaka/10098/apartment-rent-in-gulshan,3000,Apartment Rent Gulshan North,Apartment,,2.0,Yes,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,0.0,"Apartment office Rent Banani
It is north Banani for office 
Open Area indoor and 2 rooms for managements sitting 
Preferred foreigner",120000.0,Rent,https://sharif.com.bd/dhaka/10097/office-rent-banani,2000,Apartment Office Rent Banani,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"It is a brand new commercial building for rent
central air condition using for all tenant
and newly build up the famous builder Rangs Real Estate 
the floor rental offering 4th and 11 th 
prefer for foreigner company",130.0,Rent,https://sharif.com.bd/dhaka/10100/office-rent-banani,3800,Office Rent in Banani,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"Apartment office rent Gulshan
in is residential area building for office using 
all of apartments of the building is using office",200000.0,Rent,https://sharif.com.bd/dhaka/10099/office-rent-in-gulshan,2100,Ofice Rent in Gulshan,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"Full furnished Office for Rent at Gulshan
it is duplex office 
all furnished you may  use
Rajuk Apaproved commercial building",300000.0,Rent,https://sharif.com.bd/dhaka/10095/furnished-office-rent-gulshan,4400,Furnished Office Rent Gulshan,Office,,1.0,Yes,,,,Yes,Commercial,Dhaka,
Baridhara Diplomatic Zone,0.0,3.0,"Apartment rent Baridhara
It is semi furnished and 3 bed 
drawing & dining 
with car parking 
for residential only",80000.0,Rent,https://sharif.com.bd/dhaka/10094/apartment-rent-baridhara,2250,Apartment Rent Baridhara,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Banani Dhaka,0.0,3.0,"Furnished Apartment for Rent Banani North
3 Bed with drawing and dining 
Single car parking",130000.0,Rent,https://sharif.com.bd/dhaka/10096/apartment-rent-banani-north,2200,Apartment Rent Banani North,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,"Office space rent gulshan dhaka
better carpeting area of the building & offer for office or NGO or Bank Bima",100.0,Rent,https://sharif.com.bd/dhaka/10085/office-space-rent-gulshan-dhaka,7000,Office space rent gulshan dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,3.0,"Full furnished apartment rent Gulshan-2
all are luxury furniture with well decoration with kitchen cabinet",250000.0,Rent,https://sharif.com.bd/dhaka/10087/full-furnished-apartment-rent-gulshan-2,2700,Full furnished apartment rent Gulshan-2,Apartment,,2.0,Yes,,,,Yes,Residential,Dhaka,
Tongi,0.0,0.0,Office space rent gulshan dhaka,60.0,Rent,https://sharif.com.bd/dhaka/10086/office-space-rent-gulshan-dhaka,40000,Commercial building rent at Tongi,Office,,2.0,Yes,,,,No,Commercial,Dhaka,
,0.0,0.0,Commercial space rent at Uttara & it based on main road,120.0,Rent,https://sharif.com.bd/dhaka/10084/office-space-rent-uttara-dhaka,12000,Office space rent uttara dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,Uttara
Banani Dhaka,0.0,0.0,"Independent house for rent Banani
for office use only 
it is two stored building for any office or showroom",400000.0,Rent,https://sharif.com.bd/dhaka/10093/house-rent-banani,4000,House Rent Banani,Shop,,1.0,Yes,,,,No,Commercial,Dhaka,
Baridhara Diplomatic Zone,0.0,3.0,Luxury apartment rent Baridhara,250000.0,Rent,https://sharif.com.bd/dhaka/10082/luxury-apartment-rent-baridhara,3200,Luxury apartment rent Baridhara,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,Luxury semi furnished apartment rent Gulshan-2,200000.0,Rent,https://sharif.com.bd/dhaka/10083/luxury-semi-furnished-apartment-rent-gulshan-2,3200,Semi furnished apartment rent north Gulshan,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,Full furnished apartment rent north Gulshan,85000.0,Rent,https://sharif.com.bd/dhaka/10088/full-furnished-apartment-rent-north-gulshan,2200,Full furnished apartment rent north Gulshan,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Banani Dhaka,0.0,0.0,"Property for Rent in Banani Dhaka
It is Commercial property for office use only 
The building has Rajuk commercial approved 
& comly building with fire protections instruments available here",100.0,Rent,https://sharif.com.bd/dhaka/10089/property-for-rent-in-banani-dhaka,2200,Property for Rent in Banani Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"Apartment Office for rent in Banani Dhaka
It's 3 bed and open space for back office of a company",170000.0,Rent,https://sharif.com.bd/dhaka/10090/apartment-ofiice-for-rent-in-banani-dhaka,3500,Apartment Office for rent in Banani Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
,0.0,0.0,"Office space rent Mohakhali 
Comply building 2 lift ,2 stairs & fire instruments available",80.0,Rent,https://sharif.com.bd/dhaka/10091/office-space-rent-mohakhali,6200,Office Rent Mohakhali Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,Mohakhali
Banani Dhaka,0.0,3.0,"Furnished apartment with all fitting grade-A qualities 
Bed-3 with drawing and dining & servant quarter available
it is north Banani very posh area of Banani specially prefer  for foreign client job holder of Dhaka city",130000.0,Rent,https://sharif.com.bd/dhaka/10092/apartment-rent-banani,2500,Apartment Rent Banani,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"Brand New Apartment Rent Gulshan Dhaka
03 Bed Drawing & Dinning ,family living",130000.0,Rent,https://sharif.com.bd/dhaka/10071/apartment-rent-gulshan-dhaka,2400,Apartment Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"Non furnished apartment rent in Gulshan Dhaka
3 Bed Drawing & dining",100000.0,Rent,https://sharif.com.bd/dhaka/10072/apartment-rent-in-dhaka,2400,Non furnished apartment rent in Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Progoti Sarani,0.0,0.0,commercial space for rent in Progoti sarani,60.0,Rent,https://sharif.com.bd/dhaka/10073/commercial-space-for-rent-in-progoti-sarani,5000,commercial space for rent in Progoti sarani,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Baridhara Diplomatic Zone,0.0,4.0,"Semi furnished apartment rent park road Baridhara Dhaka
Central AC Samsung company 
Kitchen cabinet 
wall cabinet all bed rooms  
Electric sensor light",350000.0,Rent,https://sharif.com.bd/dhaka/10081/non-furnished-apartment-rent-park-road-baridhara-dhaka,3700,Semi furnished apartment rent park road Baridhara Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,12.0,"Independent House Rent Baridhara 
Duplex house 12 Bed drowing and dining ,Garden & Open Ground",1000000.0,Rent,https://sharif.com.bd/dhaka/10075/independent-house-rent-baridhara-dhaka,8000,Independent House Rent Baridhara,Duplex,,3.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,Fully furnished apartments for rent in Dhaka Bangladesh,150000.0,Rent,https://sharif.com.bd/dhaka/10070/fully-furnished-apartments-for-rent-in-dhaka-bangladesh,2700,Fully furnished apartments for rent in Dhaka Bangladesh,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Progoti Sarani,0.0,0.0,office space for rent at Badda,60.0,Rent,https://sharif.com.bd/dhaka/10074/office-space-for-rent-at-badda,3000,office space for rent at Badda,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Baridhara Diplomatic Zone,0.0,3.0,"Apartment rent in Baridhara
03 bed drawing & dining and kitchen ,family living",130000.0,Rent,https://sharif.com.bd/dhaka/10077/house-rent-in-baridhara-dhaka,2200,Flat for rent Baridhara Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,5.0,Luxury residential duplex apartment rent Baridhara,250000.0,Rent,https://sharif.com.bd/dhaka/10078/duplex-apartment-rent-in-baridhara-dhaka,4400,Residential Duplex Flat for Rent Baridhara Dhaka,Apartment,,2.0,Yes,,,,No,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,3.0,Furnished Apartment rent in Baridhara Dhaka,180000.0,Rent,https://sharif.com.bd/dhaka/10079/furnished-apartment-rent-in-baridhara-dhaka,2800,Furnished Apartment rent in Baridhara Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,4.0,luxury fully furnished apartment rent Baridhara,400000.0,Rent,https://sharif.com.bd/dhaka/10080/luxury-fully-furnished-apartment-rent-baridhara,3600,luxury fully furnished apartment rent Baridhara,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,3.0,"Luxury apartment rent at Baridhara for residential only 
03 bed ,drawing & dining ,kitchen & family living .
it is a brand new apartment",150000.0,Rent,https://sharif.com.bd/dhaka/10076/luxury-apartment-rent-baridhara-dhaka,2600,Non furnished apartment rent in Baridhara Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,3.0,"Residential Apartment Rent in Banani ,3 Bed,Drawing & Dining",100000.0,Rent,https://sharif.com.bd/dhaka/10058/apartment-rent-in-banani,2200,Residential Apartment Rent in Banani,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,3.0,Apartment for Rent Banani,90000.0,Rent,https://sharif.com.bd/dhaka/10059/apartment-for-rent-banani-dhaka,2200,Banani Rental Apartment Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,3.0,Apartment for Rent Banani,100000.0,Rent,https://sharif.com.bd/dhaka/10060/banani-apartment-for-rent,2000,Banani Apartment Rent Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
,0.0,0.0,Commercial Building For Office Rent Uttara,120.0,Rent,https://sharif.com.bd/dhaka/10061/commercial-building-for-office-rent-uttara,4006,Commercial Building For Office Rent Uttara,Office,,1.0,Yes,,,,No,Commercial,Dhaka,Uttara
,0.0,0.0,office space for rent in Tejgaon,70.0,Rent,https://sharif.com.bd/dhaka/10069/office-space-for-rent-in-tejgaon,40000,office space for rent in Tejgaon,Office,Yes,5.0,Yes,,Yes,,No,Commercial,Dhaka,Tejgaon
,0.0,0.0,Commercial Building for office rent Uttara,110.0,Rent,https://sharif.com.bd/dhaka/10062/office-rent-uttara-dhaka,8000,bd Office Rent Uttara Dhaka,Office,,2.0,Yes,,,,No,Commercial,Dhaka,Uttara
Gulshan Dhaka,0.0,0.0,"office space for rent in gulshan , most important companies offices is here",120.0,Rent,https://sharif.com.bd/dhaka/10068/office-space-for-rent-in-gulshan,6000,office space for rent in gulshan,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
,0.0,0.0,10000 sqf office rent at Uttara,100.0,Rent,https://sharif.com.bd/dhaka/10063/10000-sqf-office-rent-at-uttara,10000,10000 sqf office rent at Uttara,Office,,2.0,Yes,,,,No,Commercial,Dhaka,Uttara
,0.0,0.0,commercial space for rent in dhaka,120.0,Rent,https://sharif.com.bd/dhaka/10064/commercial-space-for-rent-in-dhaka,5000,commercial space for rent in dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,Uttara
Banani Dhaka,0.0,0.0,commercial space for rent in banani,80.0,Rent,https://sharif.com.bd/dhaka/10065/commercial-space-for-rent-in-banani,2000,commercial space for rent in banani,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"commercial space for rent in Banani Dhaka & It is very focusing area in Dhaka city for business offices 
Facilities - 100 % Commercial approval from Rajuk
 All floors for office space only",120.0,Rent,https://sharif.com.bd/dhaka/10066/commercial-space-for-rent-in-banani-dhaka,5000,commercial space for rent in banani,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,office space for rent in banani,100.0,Rent,https://sharif.com.bd/dhaka/10067/office-space-for-rent-in-banani,3000,office space for rent in banani,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Ashulia,0.0,0.0,warehouse rent at Ashulia,25.0,Rent,https://sharif.com.bd/dhaka/10045/industrial-warehouse-rent-at-ashulia,70000,70000 sqf Warehouse rent at Ashulia,Warehouse,,10.0,,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,15000 sqf office space rent at Banani,90.0,Rent,https://sharif.com.bd/dhaka/10043/15000-sqf-office-space-rent-at-banani,15000,Property rent at banani for office,Office,,4.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,6500 sqf office rent in Banani,100.0,Rent,https://sharif.com.bd/dhaka/10044/6500-sqf-office-rent-in-banani-dhaka,6500,6500 sqf office rent in Banani,Office,,2.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,3.0,apartment for rent at Bannai,100000.0,Rent,https://sharif.com.bd/dhaka/10046/apartment-for-rent-at-banani,4000,Apartment for rent at Banani,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,3.0,apartment rent dhaka in Banani residential area,80000.0,Rent,https://sharif.com.bd/dhaka/10047/banani-apartment-rent-dhaka,2000,Apartment Rent Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,12000 sqf commercial space rent at gulshan avenue,120.0,Rent,https://sharif.com.bd/dhaka/10041/bd-office-rent-gulshan,12000,12000 sqf commercial space rent at gulshan avenue,Office,,2.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,6500 sqf office rent at Gulshan,120.0,Rent,https://sharif.com.bd/dhaka/10042/6500-sqf-office-rent-at-gulshan,6500,6500 sqf office rent at Gulshan,Office,,2.0,Yes,,,,No,Commercial,Dhaka,
Ashulia,0.0,0.0,Industrial Shed Rent Ashulia,20.0,Rent,https://sharif.com.bd/dhaka/10054/industrial-shed-rent-ashulia,25000,Industrial Shed Rent Ashulia,Factory,,10.0,,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,3.0,Apartment rent Banani for Residential,120000.0,Rent,https://sharif.com.bd/dhaka/10053/apartment-rent-banani-for-residential,2000,Apartment tolet Banani,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Ashulia,0.0,0.0,Warehouse Rent Zirabo Ashulia,25.0,Rent,https://sharif.com.bd/dhaka/10055/warehouse-rent-zirabo-ashulia,44000,Warehouse Rent Zirabo Ashulia,Warehouse,,10.0,,,,,No,Commercial,Dhaka,
"Gulshan Dhaka,Bangladesh",0.0,0.0,Commercial Office Rent Gulshan,90.0,Rent,https://sharif.com.bd/dhaka/10056/office-rent-gulshan,3625,Office Rent Gulshan,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,4.0,furnished apartment rent in banani,150000.0,Rent,https://sharif.com.bd/dhaka/10057/furnished-apartment-rent-in-banani,3500,furnished apartment rent in banani,Apartment,,2.0,Yes,,,,Yes,Residential,Dhaka,
Banani Dhaka,0.0,2.0,House rent for office in Banani Dhaka,1100000.0,Rent,https://sharif.com.bd/dhaka/10033/bd-house-rent-dhaka-bangladesh,12200,BD House Rent banani Dhaka,Office,,2.0,,,,,No,Commercial,Dhaka,
"Gulshan Dhaka,Bangladesh",0.0,3.0,Fully Furnished Apartment Rent Gulshan Dhaka,160000.0,Rent,https://sharif.com.bd/dhaka/10035/furnished-apartment-rent-gulshan-dhaka,2250,Furnished Apartment Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,2.0,House Rent Gulshan Dhaka for Residence or office,700000.0,Rent,https://sharif.com.bd/dhaka/10036/house-rent-gulshan-dhaka,12000,House Rent Gulshan Dhaka,Office,,2.0,,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,2.0,Duplex House Rent Gulshan Dhaka for Residential purpose or office,400000.0,Rent,https://sharif.com.bd/dhaka/10037/house-for-rent-gulshan-dhaka,4000,House For Rent Gulshan Dhaka,Office,,1.0,,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,1.0,"Apartment for rent Banani  residential area Dhaka,It is brand new building Banani block-k ,grade A fittings for bath and shower",100000.0,Rent,https://sharif.com.bd/dhaka/10029/real-estate-broker-dhaka,2000,Apartment For Rent Banani,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
,0.0,0.0,Industrial Shed For Rent Ashulia,25.0,Rent,https://sharif.com.bd/dhaka/10028/industrial-shed-for-rent-ashulia,50000,Industrial Shed For Rent Ashulia,Factory,,2.0,,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,1.0,"Apartment Rent Banani for foreigner 
it is non furnished apartment three bad and drawing  and dining 
all type of rental apartment is different for location and other facilities in the area 
that we are offering the apartment rent Banani",70000.0,Rent,https://sharif.com.bd/dhaka/10038/apartment-rent-in-dhaka,2100,Apartment Rent Banani,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,Commercial Property Rent Gulshan Dhaka,160.0,Rent,https://sharif.com.bd/dhaka/10039/property-rent-dhaka-bangladesh,3250,Office Rent in Gulshan Dhaka BD,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,3.0,Banani independent house for rent Dhaka Bangladesh,1200000.0,Rent,https://sharif.com.bd/dhaka/10032/banani-independent-house-for-rent-dhaka-bangladesh,12000,Banani Independent House For Rent Dhaka Bangladesh,Duplex,,2.0,,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,10.0,Banani independent house for rent Dhaka Bangladesh,1200000.0,Rent,https://sharif.com.bd/dhaka/10031/banani-independent-house-for-rent-dhaka-bangladesh,12000,Banani Independent House For Rent Dhaka Bangladesh,Duplex,,2.0,,,,,No,Residential,Dhaka,
Banani Dhaka,0.0,1.0,"Furnished Apartment Rent Banani Dhaka,Road-4",100000.0,Rent,https://sharif.com.bd/dhaka/10030/property-rent-banani-dhaka-bangladesh,2000,Furnished Apartment Rent Banani Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
,0.0,0.0,Commercial Space Rent at Tejgaon,120.0,Rent,https://sharif.com.bd/dhaka/10024/commercial-space-rent-tejgaon-dhaka,10000,Commercial Space Rent at Tejgaon,Office,,1.0,Yes,,,,No,Commercial,Dhaka,Tejgaon
Gulshan Dhaka,0.0,0.0,Office Rent in Gulshan Dhaka,90.0,Rent,https://sharif.com.bd/dhaka/10027/property-rent-in-gulshan-dhaka,9500,Office Rent in Gulshan Dhaka Bangladesh,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,1.0,Residential apartment for rent at Banani and it is brand new with luxury apartment in the area,100000.0,Rent,https://sharif.com.bd/dhaka/10025/property-rent-dhaka-bangladesh,1850,Rensidential Property Rent Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,Commercial Floor Rent Gulshan for office,120.0,Rent,https://sharif.com.bd/dhaka/10023/real-estate-dhaka-for-rent,3700,Commercial Floor Rent Gulshan for office,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,1.0,Furnished Apartment Rent Gulshan-2,90000.0,Rent,https://sharif.com.bd/dhaka/10017/furnished-apartment-rent-gulshan-2,2200,Furnished Apartment Rent Gulshan-2,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,Commercial Property Rent Gulshan Dhaka,100.0,Rent,https://sharif.com.bd/dhaka/10026/real-estate-agent-dhaka,9000,Property Rent Gulshan Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,Commercial space for rent at Gulshan-2,150.0,Rent,https://sharif.com.bd/dhaka/10016/commercial-space-rent-gulshan-2,3000,Property Rent in Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,Commercial Space Rent at Gulshan-1 Circle,120.0,Rent,https://sharif.com.bd/dhaka/10018/commercial-space-rent-at-gulshan-1-circle,3000,Commercial Space Rent at Gulshan-1 Circle,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,commercial space rent Gulshan avenue only for office,160.0,Rent,https://sharif.com.bd/dhaka/10019/office-space-rent-gulshan-avenue,6500,Commercial Space Rent Gulshan Avenue,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,Property Rent Gulshan-2 Circle For Office,120.0,Rent,https://sharif.com.bd/dhaka/10021/commercial-property-for-rent-gulshan-circle-2,6500,Property Rent Gulshan-2 Circle For Office,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"Shezad Palace 
Property Rent Gulshan-2 Circle",140.0,Rent,https://sharif.com.bd/dhaka/10020/dhaka-property-rent-gulshan-2-circle-for-office,5500,Property Rent Gulshan-2 Circle,Building,,1.0,Yes,,,,No,Commercial,Dhaka,
